device_id,device_type,os,browser,device_fingerprint,first_seen,last_seen,city,country
DEV0000159,Mobile,iOS,Opera,05471f24b68e3378bdc2370b988eb669,2023-10-31T00:14:59.904584,2024-03-02T05:52:12.480031,Mekelle,Ethiopia
DEV0000160,Mobile,Android,,6b735081f560f28ea33f17f155f823d8,2023-01-25T20:41:43.467007,2025-10-24T11:54:04.722038,Sodo,Ethiopia
DEV0000161,Tablet,iPadOS,Chrome,2f5ae57d86468a1890b6a1c5efa723eb,2022-05-03T00:44:41.108137,2025-09-08T22:19:15.927633,Gondar,Ethiopia
DEV0000162,Mobile,iOS,Samsung Internet,b92bbfbc31b521db3c906a8c455a2366,2023-08-17T04:36:34.595054,2023-10-26T11:32:18.702225,Asella,Ethiopia
DEV0000163,Mobile,Android,Chrome,bfcdf1b10f0023cac6be961c60560071,2022-07-02T23:35:37.762467,2022-10-04T07:56:13.302226,Addis Ababa,Ethiopia
DEV0000164,Mobile,iOS,Edge,b167ddcc35eb252aed2587f58ae980bd,2023-08-10T21:47:53.995814,2024-03-07T19:58:32.970221,Addis Ababa,Ethiopia
DEV0000165,Desktop,Windows,Safari,91934964407eefb4db1705cae7dec40d,2024-05-22T15:06:11.380905,2024-10-14T17:16:41.176254,Dire Dawa,Ethiopia
DEV0000166,Mobile,Android,Safari,5f63d144ae2661404c3a46e95f6313ac,2023-11-29T04:54:19.047919,2024-05-22T17:24:35.440055,Harar,Ethiopia
DEV0000167,Laptop,Ubuntu,Firefox,0f85500ebe866c2b50a47bde130ae98b,2023-11-17T15:59:51.556175,2024-09-04T02:12:31.628047,Nekemte,Ethiopia
DEV0000168,Mobile,iOS,Safari,ad3d1adf4c4b7825dcaba7d610d5086d,2024-07-27T11:48:02.646241,2024-10-11T15:38:54.379052,Dire Dawa,Ethiopia
DEV0000169,Mobile,Android,Edge,2926343e9e0946b409882f83978a6639,2023-03-17T00:43:30.844229,2024-10-04T20:07:44.658754,Dire Dawa,Ethiopia
DEV0000170,Mobile,Android,Safari,b737a48ba1606d357171d933754e525f,2023-07-05T05:29:27.085738,2024-04-05T00:04:28.704030,Dire Dawa,Ethiopia
DEV0000171,Desktop,Ubuntu,Firefox,1a9ce8f0852c04c683a221eb6caf91e4,2024-10-04T00:40:59.082196,2024-11-24T17:39:41.878609,Addis Ababa,Ethiopia
DEV0000172,Mobile,Android,Opera,1fbc0c554950af1223ea05ca49602c85,2024-04-09T14:40:17.410469,2024-07-07T14:18:35.111075,Hosaena,Ethiopia
DEV0000173,Mobile,Android,Chrome,cf78ec9b1e4d0b9c4762a7dc6db91f31,2025-08-29T10:59:54.434026,2025-11-05T22:58:13.164024,Bishoftu,Ethiopia
DEV0000174,Desktop,Ubuntu,Opera,5a23537f760c9dffc129d35484644fe5,2024-01-13T03:09:43.898873,2024-09-29T23:11:03.283959,Addis Ababa,Ethiopia
DEV0000175,Mobile,Android,Opera,720769325d4c0d7c19d14e6094053e8c,2025-04-09T00:37:26.944498,2025-05-25T18:45:54.291184,Addis Ababa,Ethiopia
DEV0000176,Mobile,Android,Samsung Internet,f747306b0b06e617c2652a1d53b3c826,2022-09-15T08:58:49.188468,2024-06-20T10:13:38.842286,Nekemte,Ethiopia
DEV0000177,Mobile,iOS,Samsung Internet,92cb2073e6b03f0a8350a2f59072d5c6,2023-08-10T01:58:36.093876,2024-09-28T04:23:06.970673,Addis Ababa,Ethiopia
DEV0000178,Mobile,Android,Firefox,0da42250328bf26a57e33186f5b9e762,2023-12-06T18:19:59.334882,2025-07-02T17:53:10.612140,Bahir Dar,Ethiopia
DEV0000179,Mobile,iOS,,bb0e945f39d2ee41f6bab68ef676e488,2025-04-29T03:38:58.814763,2025-06-14T21:30:10.328319,Bahir Dar,Ethiopia
DEV0000180,Desktop,Ubuntu,Firefox,252a847271b88e3a838940e3940797c8,2024-06-27T14:22:20.853052,2025-10-16T05:57:32.582406,Hosaena,Ethiopia
DEV0000181,Tablet,iPadOS,Firefox,3a2c2706fc29e94867f1059ef7dea5c3,2022-03-25T22:21:52.756692,2025-10-12T08:04:19.718045,Addis Ababa,Ethiopia
DEV0000182,Laptop,Ubuntu,Edge,5dba167fd38ee310d1b6fa0235b63e13,2022-07-06T23:04:13.828556,2022-09-16T11:37:10.586036,Jimma,Ethiopia
DEV0000183,Laptop,macOS,Chrome,ebdd103b33e521808e4578f303b4fbe4,2023-09-24T04:29:42.578668,2025-06-25T00:03:11.263177,Mekelle,Ethiopia
DEV0000184,Laptop,macOS,,35f5aeec45c8a0278228d201bc3bcc73,2023-09-11T09:59:51.200525,2023-10-18T16:56:51.171259,Jimma,Ethiopia
DEV0000185,Mobile,iOS,Chrome,1984a4bf53dd662cb2fff952d93b9ec0,2023-06-17T16:36:21.932193,2023-08-26T23:52:23.127238,Dessie,Ethiopia
DEV0000186,Mobile,iOS,Samsung Internet,d6fdbea7e10d51bac7beec997307b64c,2024-12-26T11:45:37.520425,2025-01-06T03:59:33.803718,Mekelle,Ethiopia
DEV0000187,Mobile,Android,Safari,6cf3e3577b4506ad63cda008dcdc2a94,2022-10-10T14:22:35.961720,2023-07-06T02:19:16.107227,Dire Dawa,Ethiopia
DEV0000188,Tablet,iPadOS,Opera,445f648cd35d1d18001b600e02720c83,2024-08-21T16:46:55.944172,2025-10-07T21:08:57.665072,Addis Ababa,Ethiopia
DEV0000189,Desktop,Ubuntu,Chrome,71b5029d28bb12d1afec0228ea0fa495,2022-06-30T02:05:38.951264,2023-12-11T22:38:04.331497,Adama,Ethiopia
DEV0000190,Mobile,iOS,Safari,4664cfe589b6a8ee86b86fb7c60429e1,2022-04-20T02:20:06.653240,2022-11-27T12:25:19.361178,Nekemte,Ethiopia
DEV0000191,Desktop,Windows,Chrome,441e9ba86b4e4c2d02d0a364a570bcc0,2023-07-20T01:39:15.459366,2025-05-13T14:47:40.493491,Addis Ababa,Ethiopia
DEV0000192,Desktop,macOS,Firefox,072558b6be27a6edfd9a4cabd5fba475,2024-05-17T12:57:43.726002,2025-07-14T20:18:04.249362,Debre Birhan,Ethiopia
DEV0000193,Desktop,Windows,Edge,26f2227ef3d25f59cd3e9cd9cf33367d,2023-02-25T20:17:17.154362,2024-07-25T06:58:28.604240,Addis Ababa,Ethiopia
DEV0000194,Desktop,Windows,Opera,84c084639edd45c92d934c789a0cbfe0,2023-09-03T12:34:32.433096,2024-04-06T02:05:40.799509,Addis Ababa,Ethiopia
DEV0000195,Mobile,iOS,Safari,9bfc1c3c44905b8a93fa8867df9f5d5d,2025-11-05T06:01:21.393654,2025-11-23T06:30:01.621286,Dessie,Ethiopia
DEV0000196,Mobile,Android,Chrome,a2beeb3967436db8abc13d79dd68a210,2025-01-20T22:54:03.358320,2025-04-02T10:00:44.857322,Addis Ababa,Ethiopia
DEV0000197,Tablet,Android,Edge,d557b9e3c3eaf0188d5aabbeba379cf9,2022-06-17T09:31:30.685889,2025-01-15T08:25:11.684972,Dessie,Ethiopia
DEV0000198,Mobile,Android,Safari,4e3d609c7260d585babf3ee2f90682a5,2023-12-10T12:03:18.777237,2025-10-11T20:44:17.697261,Dilla,Ethiopia
DEV0000199,Desktop,macOS,Safari,012241811c049fa93bf609753328f11e,2023-09-18T03:11:30.759717,2024-06-29T15:14:14.004360,Shashamane,Ethiopia
DEV0000200,Mobile,iOS,Firefox,f60c5b988db2763a994752fadeec1288,2022-02-01T19:32:24.618393,2024-01-16T17:25:06.562716,Addis Ababa,Ethiopia
DEV0000201,Mobile,iOS,Opera,0c788edc32862951ed1b173ddcd7aae6,2024-03-18T23:07:28.376533,2025-09-26T14:48:59.092241,Dilla,Ethiopia
DEV0000202,Mobile,iOS,Samsung Internet,37a59895398123110d15846f96cba764,2022-02-06T00:18:00.203153,2024-02-09T12:08:42.813866,Addis Ababa,Ethiopia
DEV0000203,Mobile,Android,Opera,02db6f21afac11f6456d94919c4474a3,2025-04-06T03:34:40.169688,2025-06-01T14:28:48.839180,Addis Ababa,Ethiopia
DEV0000204,Mobile,Android,Edge,dbbd65f0f2207f93ba733fbb57770fb9,2025-01-30T10:47:05.615083,2025-10-22T20:07:21.056837,Addis Ababa,Ethiopia
DEV0000205,Mobile,iOS,Opera,b8fac9fc153085bb3ffed9081e471321,2025-04-29T03:42:16.760336,2025-05-19T12:01:49.386980,Dessie,Ethiopia
DEV0000206,Mobile,Android,,6f4ab78be6ddb9868b427146996575f9,2025-08-18T21:38:54.023079,2025-12-08T03:07:43.620542,Hawassa,Ethiopia
DEV0000207,Desktop,Ubuntu,Chrome,d771a6109c0314e0cf9156e8c79a14f1,2024-06-13T11:32:10.615720,2025-02-28T20:23:51.433713,Addis Ababa,Ethiopia
DEV0000208,Mobile,iOS,Chrome,7bacd45bceb1ee7124915ed50612149d,2025-09-20T03:45:16.285563,2025-10-31T21:15:16.715067,Debre Birhan,Ethiopia
DEV0000209,Desktop,macOS,Chrome,509cbae7d516e9bd391129f93b506452,2024-04-30T10:29:04.321651,2025-05-31T09:09:39.400028,Addis Ababa,Ethiopia
DEV0000210,Mobile,Android,Edge,e1c870492e02865ac5e89f8fe0f6f7bb,2022-02-26T09:15:12.262501,2024-09-28T22:35:12.985331,Jimma,Ethiopia
DEV0000211,Mobile,Android,Firefox,37e8466ee353f91b5c026dec8750b6c9,2022-11-27T15:02:28.278166,2023-06-17T04:21:16.160644,Dessie,Ethiopia
DEV0000212,Mobile,iOS,,8913448ad26b8c25093e3fd85695b03a,2024-10-18T02:47:20.162454,2025-03-17T18:39:59.504157,Dessie,Ethiopia
DEV0000213,Laptop,macOS,Samsung Internet,5ea60595dc90157bb1f6b9a9de570d3a,2022-10-30T08:07:36.540463,2023-05-29T04:23:51.778547,Dire Dawa,Ethiopia
DEV0000214,Tablet,Android,Edge,2e4a107e8a3e244fb5a42de0cb3bcae9,2022-12-14T21:23:10.636826,2023-01-01T21:30:30.550082,Dessie,Ethiopia
DEV0000215,Laptop,Windows,Firefox,ebc913a89582e87707251e2155f047da,2022-10-18T02:01:51.773003,2025-01-01T22:56:44.913582,Bahir Dar,Ethiopia
DEV0000216,Tablet,iPadOS,Chrome,7916ebaef800d8a3186288a4241b5be6,2022-04-23T19:48:31.208725,2025-07-16T04:48:15.064925,Addis Ababa,Ethiopia
DEV0000217,Mobile,iOS,Opera,70fd3827d9e9170edc441147f9693be0,2023-10-31T18:22:38.909551,2025-09-11T00:21:27.015727,Dire Dawa,Ethiopia
DEV0000218,Desktop,macOS,Firefox,96336b895e1ff01196f0dbbba5f07a57,2025-02-01T20:45:05.483809,2025-06-14T00:19:28.915631,Addis Ababa,Ethiopia
DEV0000219,Mobile,iOS,Safari,7b0cfab9264083de76084eb39776c9b8,2024-08-26T03:32:54.797248,2025-11-07T18:12:16.574111,Adama,Ethiopia
DEV0000220,Desktop,Ubuntu,Safari,68b5db3c35f1969a1b5efb5609b5bcdf,2022-07-11T16:58:45.515452,2025-04-09T22:26:39.169976,Bahir Dar,Ethiopia
DEV0000221,Mobile,iOS,Samsung Internet,bd50bf6366fea8e134df3958b8e37843,2024-07-24T09:53:00.996458,2024-10-19T18:18:01.934337,Addis Ababa,Ethiopia
DEV0000222,Mobile,iOS,Chrome,75be9495dc5bebfb8bbbe4819a17e727,2024-04-05T02:17:11.344852,2024-04-20T04:54:07.894417,Dilla,Ethiopia
DEV0000223,Tablet,Android,Samsung Internet,ad10030e879bbcb7906ea6cf762eb68a,2025-12-11T18:47:11.126489,2025-12-24T15:37:06.800651,Addis Ababa,Ethiopia
DEV0000224,Mobile,iOS,Firefox,de94a88d604a2d965f8fadbf2d280a87,2024-07-28T06:05:18.500329,2025-06-11T04:48:14.266357,Addis Ababa,Ethiopia
DEV0000225,Desktop,Windows,Edge,d2d01fc375eaa851fde5438750b117ae,2025-10-10T10:07:30.134002,2025-11-05T05:04:03.033768,Jimma,Ethiopia
DEV0000226,Tablet,iPadOS,Safari,819eb8f51c6b1783d3b89858ef2a57cf,2024-03-02T22:30:43.034626,2024-03-02T22:50:22.929538,Jimma,Ethiopia
DEV0000227,Mobile,iOS,Safari,86002314baebcf45ffed5a5714cc40ae,2025-09-26T04:29:46.080080,2025-11-04T14:02:42.772746,Addis Ababa,Ethiopia
DEV0000228,Mobile,iOS,Samsung Internet,9c73cd5f8d0c3a74a52b0a942d42c0d3,2023-01-25T12:54:41.109993,2024-03-28T00:45:46.670123,Addis Ababa,Ethiopia
DEV0000229,Tablet,Android,Samsung Internet,5421efedc2d877a231b20e7b47426458,2024-05-21T04:08:26.215662,2025-03-27T19:44:43.431283,Addis Ababa,Ethiopia
DEV0000230,Mobile,Android,Samsung Internet,76a4aee2db86c23542a19daf6f105f92,2025-11-25T15:35:08.007560,2025-11-26T02:01:51.390540,Addis Ababa,Ethiopia
DEV0000231,Laptop,macOS,Opera,7122e35f38df2ada56bf0aef19f870e7,2024-05-20T02:21:32.873272,2024-06-11T03:48:13.192985,Addis Ababa,Ethiopia
DEV0000232,Mobile,iOS,Samsung Internet,2e2738627ae20b8ab324d4a4a39b0fec,2024-02-09T11:21:22.490469,2024-05-28T07:25:26.598438,Adama,Ethiopia
DEV0000233,Mobile,iOS,Chrome,38fbf0e6204e45e8c74845dfb2f7b2c7,2022-01-11T13:22:54.219310,2023-11-20T06:37:12.814005,Bahir Dar,Ethiopia
DEV0000234,Mobile,Android,Firefox,8c26a64f0eda0584f2d77903abc57e7d,2025-05-24T14:03:44.533431,2025-11-01T00:05:14.938354,Bahir Dar,Ethiopia
DEV0000235,Laptop,Ubuntu,Samsung Internet,3cd9e2c9043e417544b7bc9a96032690,2022-02-19T07:53:03.231198,2024-12-06T12:52:04.883748,Dire Dawa,Ethiopia
DEV0000236,Laptop,Windows,Safari,1f790639d403a4f0d4265302be6566e0,2023-08-17T22:47:47.960835,2025-06-29T10:46:50.454083,Addis Ababa,Ethiopia
DEV0000237,Laptop,Windows,Chrome,38b21b3cacbe6d926515ff5e21f06814,2024-12-05T00:40:39.434455,2025-05-10T23:09:38.970960,Hawassa,Ethiopia
DEV0000238,Desktop,Windows,Firefox,127f1fa383142732c3184293d18a44a5,2022-09-18T04:27:25.230353,2023-07-17T12:54:22.776778,Bahir Dar,Ethiopia
DEV0000239,Mobile,Android,Firefox,1d6abd6ca7a1a404f99248d3d15b228d,2023-11-10T16:14:54.688228,2024-01-09T06:34:23.259431,Gondar,Ethiopia
DEV0000240,Mobile,iOS,Chrome,769bab48844a25f33ab6d4ee4cec3454,2025-07-25T16:04:10.495618,2025-11-10T10:01:49.607739,Adama,Ethiopia
DEV0000241,Mobile,iOS,Samsung Internet,c79832d4884c54a4849012a6fb7d75d2,2025-04-08T22:05:08.807214,2025-10-22T10:23:57.589337,Adama,Ethiopia
DEV0000242,Mobile,iOS,Firefox,a3f32939071f6e4e590fcc7f47f89ba6,2023-02-16T18:02:03.337637,2023-04-23T06:46:31.881417,Gondar,Ethiopia
DEV0000243,Mobile,iOS,Opera,40b1e5c3d59b9f266555b4a4771c8035,2025-05-02T16:45:58.775006,2025-06-11T02:01:39.296596,Dire Dawa,Ethiopia
DEV0000244,Mobile,Android,Safari,56f903fcd38240559a22d90534fd4400,2024-06-05T12:20:09.735733,2024-07-21T14:51:48.927218,Hawassa,Ethiopia
DEV0000245,Desktop,Ubuntu,Firefox,0fe4d02616329df3fbac1a807d0f8bf1,2025-01-20T14:15:38.600947,2025-02-07T17:41:35.418901,Addis Ababa,Ethiopia
DEV0000246,Laptop,Windows,Opera,becb40861e22d9e05ea7b1e75bd1f45d,2024-07-10T01:16:39.073935,2025-04-16T23:30:21.423362,Hawassa,Ethiopia
DEV0000247,Mobile,iOS,Safari,1a9f4cb190a84a5587968e3cba12c35a,2024-05-15T15:57:56.156431,2024-11-08T09:53:42.000733,Arba Minch,Ethiopia
DEV0000248,Mobile,iOS,Firefox,496cf00fe730a14ca60fcb02b9cba0da,2023-01-15T16:20:20.269848,2025-06-18T00:58:38.150378,Mekelle,Ethiopia
DEV0000249,Tablet,iPadOS,Edge,4694e0ef41fe8d9bbe4f0b8a2c9cffef,2025-01-23T01:16:06.180383,2025-03-16T21:21:27.544285,Gondar,Ethiopia
DEV0000250,Mobile,iOS,Samsung Internet,7f4178f0441348aecb43e49e0293328f,2022-01-06T09:53:48.660431,2022-10-23T23:37:15.173045,Addis Ababa,Ethiopia
DEV0000251,Mobile,iOS,Chrome,77ba9b3485462255b6f95de9f029a7b9,2022-03-28T23:20:20.048186,2024-07-16T02:11:28.671851,Addis Ababa,Ethiopia
DEV0000252,Mobile,Android,Safari,52d68a97d4a0a454dae4c3176ff71d6c,2025-05-13T07:03:47.527931,2025-06-13T09:11:59.423582,Arba Minch,Ethiopia
DEV0000253,Mobile,iOS,Samsung Internet,83f5f81c636f52dc0693d890be15845d,2023-01-06T06:40:01.475264,2025-02-12T19:41:37.769743,Adama,Ethiopia
DEV0000254,Mobile,iOS,Safari,54c0170bb23a3d9497ab52db973bd948,2023-12-12T19:21:41.020918,2025-10-10T14:44:40.702032,Bishoftu,Ethiopia
DEV0000255,Mobile,Android,Chrome,910679eb385d61b444a663e9e4e63a7e,2023-09-07T10:10:57.860061,2023-11-12T00:16:48.577625,Addis Ababa,Ethiopia
DEV0000256,Mobile,Android,,d424477970ea1156d5e438def8a29f4d,2023-01-24T06:15:37.428173,2023-08-31T05:35:45.510940,Addis Ababa,Ethiopia
DEV0000257,Tablet,Android,Safari,f559b0681f1e0a44c0d62b4369a25f3b,2024-09-07T15:57:52.963733,2024-09-28T21:34:35.252665,Addis Ababa,Ethiopia
DEV0000258,Tablet,iPadOS,,63de041f40091042e25f9006273d1739,2025-06-28T11:54:10.615874,2025-07-09T04:07:39.376831,Addis Ababa,Ethiopia
DEV0000259,Desktop,Windows,Samsung Internet,f4ccfc739857060292273d59a4c4e4d5,2024-05-30T15:08:38.421247,2025-10-28T11:08:48.145853,Addis Ababa,Ethiopia
DEV0000260,Mobile,iOS,Safari,5fd22199253916038c014e85853361d3,2023-08-27T07:51:54.319965,2025-01-05T21:36:32.036045,Mekelle,Ethiopia
DEV0000261,Desktop,Windows,Chrome,b4907e1ff862bc4d976e7528591f2263,2023-05-27T11:41:26.311324,2025-12-19T20:38:13.356802,Addis Ababa,Ethiopia
DEV0000262,Mobile,Android,Chrome,ab945a63caa55ab33706744140a4fe98,2024-02-03T14:16:00.768918,2025-07-10T15:10:18.946269,Adama,Ethiopia
DEV0000263,Mobile,Android,Chrome,d32246f4515eac8188ba0329b9fa58c7,2024-04-30T23:24:30.515389,2025-11-28T14:07:39.407037,Bahir Dar,Ethiopia
DEV0000264,Mobile,iOS,Samsung Internet,af0ff77d0bbaa8cddf1fd75a03716610,2023-11-21T09:25:21.025531,2025-11-11T10:37:38.610674,Addis Ababa,Ethiopia
DEV0000265,Mobile,iOS,Edge,1a7697c11beeef1bf8e6ecd33fa1eb5a,2022-11-17T14:00:43.175686,2024-05-01T13:53:41.329644,Bahir Dar,Ethiopia
DEV0000266,Mobile,Android,Chrome,bd1961eb36efe32787a4aaa03b0b29d5,2024-12-31T13:05:26.952125,2025-10-30T01:58:36.306359,Hawassa,Ethiopia
DEV0000267,Tablet,iPadOS,Firefox,5b1eb4b408dac8810d3a42f5b9a508d4,2024-11-03T04:28:41.578992,2025-02-10T01:22:35.344055,Bishoftu,Ethiopia
DEV0000268,Laptop,macOS,Opera,17f3f9ac742077b5fe17d71ae744e917,2022-07-19T19:16:46.382362,2024-09-01T00:37:46.194299,Addis Ababa,Ethiopia
DEV0000269,Mobile,Android,Chrome,fb2552a7232fdea8595c78c142642936,2022-06-14T09:21:30.403795,2023-08-14T15:35:59.739122,Mekelle,Ethiopia
DEV0000270,Mobile,iOS,Samsung Internet,4595024cfd4dcc03f784fc146c79b428,2022-07-21T23:28:14.352293,2025-06-19T06:24:11.321453,Bahir Dar,Ethiopia
DEV0000271,Mobile,Android,Safari,899e752522c19f5898d441d4f7e5c1dc,2024-04-14T02:56:05.827009,2025-06-12T09:14:25.614815,Arba Minch,Ethiopia
DEV0000272,Mobile,iOS,Safari,6188d002ea7e200899451c691d3a93b2,2024-05-26T06:42:46.392033,2024-06-20T21:28:21.212670,Jimma,Ethiopia
DEV0000273,Tablet,iPadOS,Samsung Internet,ce04f0b11c1b13c92fdeaa1894d19fad,2022-08-01T05:47:48.965854,2025-06-09T07:48:35.237284,Shashamane,Ethiopia
DEV0000274,Mobile,iOS,Firefox,4b9a7eed29e1b93995e64dc1ad73431a,2024-03-29T19:01:57.817806,2025-03-30T22:31:48.578019,Addis Ababa,Ethiopia
DEV0000275,Desktop,macOS,Opera,e6d7d543ce8a7f904873adb8cf6e1c94,2025-06-07T04:40:18.929041,2025-11-16T14:24:49.060668,Debre Birhan,Ethiopia
DEV0000276,Mobile,Android,Edge,cc36d3c5b826111c53549d06ee0053f6,2022-01-26T21:54:04.891287,2025-05-13T23:55:26.248838,Addis Ababa,Ethiopia
DEV0000277,Desktop,Ubuntu,Opera,e7ad7f17f1e821d2d41bcb0a914556ef,2022-05-16T18:30:40.114879,2022-12-22T19:17:40.362057,Bishoftu,Ethiopia
DEV0000278,Mobile,iOS,Edge,35f15f511f4317007fe24779079b569f,2023-08-18T15:37:30.423391,2023-12-16T19:49:28.489040,Addis Ababa,Ethiopia
DEV0000279,Laptop,macOS,Opera,5627cb4acdbed11942b0e6e807971849,2023-06-21T03:27:51.049239,2023-10-09T03:44:56.839417,Addis Ababa,Ethiopia
DEV0000280,Mobile,Android,Chrome,87dca6a8a7f4e63d1a832738c23ea6e7,2025-07-08T15:25:09.583482,2025-12-16T11:26:30.646875,Dilla,Ethiopia
DEV0000281,Laptop,Windows,Chrome,d23e9ff6fee72308058eaac2a7df513f,2023-12-16T20:04:31.566160,2025-08-24T05:24:33.328691,Addis Ababa,Ethiopia
DEV0000282,Mobile,Android,,cd040b989d8a66921e35e26a6348397c,2025-05-14T08:34:49.367347,2025-09-16T06:21:12.346209,Nekemte,Ethiopia
DEV0000283,Mobile,iOS,Safari,2d72acff034d65fad101b9bda62b528c,2023-04-26T09:04:15.985342,2023-08-26T13:57:01.925805,Dilla,Ethiopia
DEV0000284,Tablet,Android,Chrome,b227117ecd9e7e6ca3e9589f9f725f6b,2023-01-17T04:17:46.766155,2025-02-13T01:48:54.618531,Jijiga,Ethiopia
DEV0000285,Mobile,Android,Chrome,239e3bc196d154889791c7962ebbb104,2024-05-30T14:13:50.113874,2024-12-18T20:25:01.000505,Mekelle,Ethiopia
DEV0000286,Desktop,Windows,Edge,096897b73bff8459a4a3b9a78bdf3b5a,2025-03-17T16:04:47.267499,2025-04-05T20:59:13.361384,Addis Ababa,Ethiopia
DEV0000287,Mobile,iOS,Firefox,4136726492c44bcd7ec6b5bfe2c93634,2024-04-13T07:20:06.114633,2025-09-27T03:28:03.001398,Adama,Ethiopia
DEV0000288,Tablet,Android,Firefox,a3bf1a703328cea51121b5d1529b6f26,2022-01-28T15:24:09.161425,2023-01-27T09:17:35.202635,Addis Ababa,Ethiopia
DEV0000289,Desktop,Windows,Samsung Internet,6b372b84dffbba6cd6b4bd9a7ad69fcf,2023-11-07T10:01:04.767202,2025-01-01T01:47:27.862970,Dire Dawa,Ethiopia
DEV0000290,Mobile,iOS,Opera,9fada859170c1d44e3697dceadeaa771,2024-03-27T10:24:09.945062,2024-08-07T00:59:23.257532,Addis Ababa,Ethiopia
DEV0000291,Laptop,macOS,Samsung Internet,5ed7045b04190eef7c636f5fe39b60cf,2023-09-12T01:28:53.868525,2024-04-23T19:17:08.253410,Addis Ababa,Ethiopia
DEV0000292,Mobile,Android,Safari,9760b43849fcb85e500cbab586f88dcb,2022-06-08T05:27:46.312984,2022-08-09T14:09:22.444519,Mekelle,Ethiopia
DEV0000293,Mobile,iOS,Samsung Internet,ab0383ea7bd25715f6bec2d2978be010,2024-07-30T10:49:56.669775,2025-01-03T16:52:21.878026,Hawassa,Ethiopia
DEV0000294,Desktop,macOS,Edge,84417423a4ea63611f63f8c1802077e0,2023-06-21T21:03:17.037434,2025-04-10T14:00:50.329320,Gondar,Ethiopia
DEV0000295,Laptop,Ubuntu,Safari,99ea720aa711a3d5548e4ae4c5a3c483,2025-12-05T03:08:02.359599,2025-12-25T23:07:56.505733,Bishoftu,Ethiopia
DEV0000296,Mobile,Android,Safari,bafac2dc7a75d19ad4d6626d9ef2ae5d,2024-03-28T10:49:15.689301,2025-03-21T00:19:41.902417,Gondar,Ethiopia
DEV0000297,Mobile,Android,Opera,bd2edcccaab8a7e43c6e6c140441fd40,2022-01-07T17:50:39.744403,2024-11-09T13:51:33.739919,Addis Ababa,Ethiopia
DEV0000298,Desktop,macOS,Samsung Internet,59bb370f215d4e45e05eae9ea58053d3,2022-05-08T08:29:55.492517,2025-05-26T18:03:52.138578,Addis Ababa,Ethiopia
DEV0000299,Desktop,Ubuntu,Safari,1be1b4e6838124bdc3eb20bb4f10e3ca,2023-09-04T11:28:57.030531,2023-10-28T21:17:15.354311,Arba Minch,Ethiopia
DEV0000300,Desktop,Ubuntu,Firefox,08aa5278d8ac4f06b25316b96454ed96,2022-02-06T09:36:05.969860,2024-03-15T10:30:49.100950,Hosaena,Ethiopia
DEV0000301,Laptop,macOS,Safari,f42c628114e44a7f812ee0ccc94cded6,2025-12-05T16:25:15.506289,2025-12-14T06:23:18.229043,Mekelle,Ethiopia
DEV0000302,Mobile,iOS,Samsung Internet,3ee8ea64982373085fe6fa6b9fabf83c,2024-03-01T14:20:33.693390,2025-01-03T12:11:14.438575,Addis Ababa,Ethiopia
DEV0000303,Tablet,Android,Opera,2e357dd0d1d1e3f70098f4df9ee9cd3d,2024-02-03T02:43:24.847479,2025-05-04T05:06:33.948585,Jimma,Ethiopia
DEV0000304,Mobile,Android,Firefox,5efdc04c76caad26ce7671acbbd3ee8f,2025-05-31T13:15:20.296218,2025-06-15T11:28:28.363827,Hawassa,Ethiopia
DEV0000305,Desktop,Ubuntu,Edge,785dc8990c5bf438c4fe1fc440327488,2022-02-19T10:19:01.990035,2024-12-30T12:53:05.344053,Hawassa,Ethiopia
DEV0000306,Tablet,iPadOS,Edge,c9ba9758ae9233feb6189e5bb09ab511,2022-10-11T06:54:32.307872,2024-06-27T02:53:45.487559,Addis Ababa,Ethiopia
DEV0000307,Mobile,Android,Safari,5a0873dd185c4735bb6894f9e97d7e98,2022-02-23T23:35:30.421758,2024-07-30T15:42:56.453637,Dire Dawa,Ethiopia
DEV0000308,Mobile,iOS,Samsung Internet,bc5260cfe95f3fa0a36d92dd6165b17b,2022-07-09T02:02:52.748792,2023-03-30T21:10:14.447985,Adama,Ethiopia
DEV0000309,Mobile,Android,Chrome,f63045594fa3866b8ddf5e4c847429bc,2022-02-18T06:23:30.348641,2023-06-08T07:58:14.457781,Hawassa,Ethiopia
DEV0000310,Mobile,Android,Samsung Internet,e1fd8a186b4e746ccda0df7949b9c6fc,2022-11-06T23:43:59.000191,2022-11-13T10:23:23.392466,Sodo,Ethiopia
DEV0000311,Laptop,Windows,Safari,e8aa980a6acda7b1d6a55d3aa1dddf35,2023-09-24T10:48:02.249966,2024-12-12T14:36:01.895176,Addis Ababa,Ethiopia
DEV0000312,Mobile,Android,Firefox,289c350b13e45deb8ed288a5601689f7,2024-12-27T05:11:39.660377,2025-09-25T11:10:50.838477,Dire Dawa,Ethiopia
DEV0000313,Desktop,macOS,,a52d6fc8fdeb218942a162bcdd6875b5,2022-11-02T18:34:22.112909,2025-02-14T23:27:06.552819,Addis Ababa,Ethiopia
DEV0000314,Laptop,macOS,Chrome,bba47fb8f57af3d50660d285e29c8e19,2022-01-07T16:06:11.492035,2024-03-17T04:13:14.243708,Jijiga,Ethiopia
