ground_truth_id,entity_type,entity_id,behavior_type,risk_pattern,is_anomalous,severity,pattern_start,pattern_end,related_entity_ids
GT00196,Account,ACC0118654,shell_company,AML_HIGH,true,high,2024-06-23,,TX00007459|P001367|TX00001555
GT00197,Person,P067219,structuring,AML_LOW,true,critical,2022-01-16,2022-01-29,P001334|TX00009338|TX00002027|TX00000107|P002466|TX00007862
GT00198,Account,ACC0103572,normal,NORMAL,false,info,2024-02-26,2024-08-04,TX00006055|TX00000815|TX00007711|TX00001532
GT00199,Account,ACC0109823,false_invoice,AML_LOW,true,low,2023-07-03,2023-08-29,P004574|TX00006016|TX00004669|P004124
GT00200,Person,P085522,rapid_movement,AML_HIGH,true,low,2023-05-26,2023-08-24,TX00004341|TX00006511|P000936|TX00005256|P003264|P003225
GT00201,Account,ACC0038186,structuring,FRAUD_MEDIUM,true,critical,2022-03-19,,TX00002199|P004974|P002625|TX00008083|TX00000544|TX00002839|TX00003144
GT00202,Company,C05052,smurfing,FRAUD_MEDIUM,true,high,2023-06-29,2023-07-08,TX00002001|P001579|TX00003051|TX00000160
GT00203,Account,ACC0061612,rapid_movement,AML_HIGH,true,medium,2024-12-05,2025-02-19,P000802|TX00001058|TX00000137|TX00006857|TX00003705|TX00004338
GT00204,Account,ACC0129448,structuring,AML_MEDIUM,true,low,2023-01-23,2023-02-28,TX00001205|TX00001750|TX00007435
GT00205,Person,P063882,structuring,AML_HIGH,true,low,2023-12-21,,TX00001142|TX00007465|TX00001272|TX00004309|TX00003461|TX00005958|TX00001170|P003825
GT00206,Account,ACC0008708,normal,NORMAL,false,info,2024-12-08,2024-12-15,TX00007677|TX00009027|TX00001695|TX00002946|TX00006476|TX00008680|TX00009602|P004085
GT00207,Account,ACC0051341,shell_company,AML_MEDIUM,true,high,2024-06-12,2024-06-20,TX00004368|P002704
GT00208,Person,P085794,smurfing,FRAUD_HIGH,true,critical,2024-02-04,2024-03-12,TX00004115|TX00007140|P002815|P004924|TX00000528|TX00007724|TX00009499|TX00003083
GT00209,Person,P037177,normal,NORMAL,false,info,2022-07-05,2022-10-19,P003110|P001552|P002941
GT00210,Account,ACC0018984,round_tripping,FRAUD_MEDIUM,true,critical,2022-01-17,2022-06-12,TX00000410|P003399|TX00003428|TX00002739|TX00003974|P001079|P003149
GT00211,Person,P087829,normal,NORMAL,false,info,2024-06-04,,TX00005263|TX00007750
GT00212,Account,ACC0013762,false_invoice,FRAUD_HIGH,true,high,2025-03-12,,TX00005628|P003947|P003810|P004329
GT00213,Account,ACC0009999,false_invoice,AML_HIGH,true,critical,2023-02-03,,TX00007484|P003781|TX00007130|P000590
GT00214,Person,P046813,smurfing,FRAUD_HIGH,true,medium,2022-09-01,2022-10-04,TX00004713|P000706
GT00215,Person,P059107,shell_company,AML_HIGH,true,medium,2022-08-21,2022-12-09,TX00004339|TX00001140|TX00002897|TX00003909|P000690|TX00007329|TX00009839
GT00216,Account,ACC0039451,normal,NORMAL,false,info,2023-11-15,2024-02-25,TX00007313|TX00008476
GT00217,Account,ACC0015029,layering,FRAUD_MEDIUM,true,high,2023-01-28,2023-05-17,TX00004993|TX00005007|TX00002499|TX00006591|TX00004958|TX00004799|TX00003186|TX00004488
GT00218,Person,P021761,structuring,AML_MEDIUM,true,medium,2022-09-01,2022-12-26,TX00002225|TX00006136|TX00009888|TX00006669|TX00006387
GT00219,Person,P089104,layering,AML_HIGH,true,medium,2025-02-09,2025-02-21,TX00007631|TX00002333|TX00006275|TX00005905|TX00005415|P002216
GT00220,Account,ACC0095257,normal,NORMAL,false,info,2023-06-06,2023-10-12,TX00001321|TX00009194|P001479|P000233|TX00004396|TX00010000|TX00006145
GT00221,Account,ACC0074906,normal,NORMAL,false,info,2024-12-18,2025-04-20,TX00006703|TX00009126
GT00222,Person,P047600,smurfing,AML_HIGH,true,critical,2025-10-11,,TX00008629|P004406
GT00223,Person,P020842,rapid_movement,FRAUD_HIGH,true,critical,2023-05-01,2023-06-01,TX00005824|TX00006233|TX00007796|TX00008316|P003130|TX00008101|P003038
GT00224,Account,ACC0002593,shell_company,AML_LOW,true,low,2022-10-30,2023-02-26,P004722|TX00000692
GT00225,Account,ACC0115980,normal,NORMAL,false,info,2025-11-28,2026-01-01,TX00008876|P000258
GT00226,Person,P028103,false_invoice,AML_HIGH,true,low,2022-08-09,2022-12-13,TX00007186|P002302|P002675|TX00003610|TX00005043|P001762|TX00008290
GT00227,Account,ACC0141083,normal,NORMAL,false,info,2023-06-08,2023-08-20,TX00003486|TX00004728|TX00009456|TX00000178|P001441|TX00004682|TX00005561
GT00228,Account,ACC0126380,false_invoice,AML_HIGH,true,medium,2024-08-14,2024-10-05,TX00002935|TX00007057|TX00007074|TX00000415|P002506|P004884|P001548|TX00001796
GT00229,Account,ACC0021759,shell_company,AML_LOW,true,medium,2022-02-11,2022-04-20,TX00007873|P000964|P003252|P000193|TX00009150|P001028|TX00000565|TX00001083
GT00230,Person,P015782,normal,NORMAL,false,info,2025-02-15,2025-06-28,TX00002852|TX00001457|P004566|TX00000995
GT00231,Person,P030861,shell_company,AML_MEDIUM,true,low,2025-05-21,2025-10-24,P001264|P001079|TX00000399|TX00004658|P000093|TX00006697|TX00009430
GT00232,Person,P078043,structuring,AML_MEDIUM,true,low,2024-08-18,,TX00000085|TX00007229
GT00233,Account,ACC0072476,layering,FRAUD_MEDIUM,true,medium,2022-07-16,,P003344|TX00008335|TX00003676|P003584|TX00008604|TX00003584
GT00234,Account,ACC0040603,normal,NORMAL,false,info,2025-03-22,2025-05-23,TX00007154|TX00005007|TX00001270|P004006|TX00004993|TX00004361|TX00001717
GT00235,Account,ACC0026052,round_tripping,FRAUD_HIGH,true,low,2023-12-11,2024-01-15,TX00006997|TX00004970|TX00007447
GT00236,Person,P082423,layering,FRAUD_HIGH,true,medium,2024-11-10,2025-01-21,TX00004652|TX00000906
GT00237,Account,ACC0119778,normal,NORMAL,false,info,2024-09-22,,P004155|TX00003675|P002536|TX00004094|P002968|TX00001574|TX00004015|TX00000057
GT00238,Account,ACC0134222,smurfing,FRAUD_HIGH,true,critical,2022-09-20,2022-10-25,TX00009192|TX00000254|TX00004307|P001439
GT00239,Account,ACC0130006,round_tripping,FRAUD_MEDIUM,true,medium,2023-06-25,,P002922|TX00008856|TX00005366|P001547
GT00240,Person,P092101,structuring,FRAUD_HIGH,true,low,2023-10-22,2023-12-17,TX00001571|P003721|TX00009583|TX00002332|TX00005841|TX00008100|TX00003496
GT00241,Person,P096507,layering,FRAUD_HIGH,true,high,2023-01-18,2023-05-02,P003520|TX00006834
GT00242,Account,ACC0082776,structuring,FRAUD_MEDIUM,true,critical,2024-08-24,,TX00005151|TX00007329|TX00004881|P003741|P000370
GT00243,Person,P004702,smurfing,FRAUD_HIGH,true,medium,2023-01-24,2023-03-15,TX00000984|TX00002267
GT00244,Account,ACC0001770,structuring,FRAUD_MEDIUM,true,high,2023-06-16,,P002842|TX00009766|TX00005066|TX00008031|TX00004385|TX00007713|P000788|TX00007273
GT00245,Account,ACC0090401,false_invoice,AML_HIGH,true,medium,2025-02-01,2025-06-19,P002721|P003046|TX00007327|TX00009642|TX00005246|TX00000450|TX00008877|TX00007531
GT00246,Person,P026759,shell_company,FRAUD_MEDIUM,true,critical,2024-02-13,,TX00000311|TX00003033|TX00003598|P001173|TX00008119|P001995|TX00002996
GT00247,Account,ACC0131507,layering,AML_MEDIUM,true,low,2023-09-04,,P002385|TX00004449|P002906|TX00005450|TX00008712|TX00007983|TX00008426|TX00001752
GT00248,Person,P042650,smurfing,AML_MEDIUM,true,critical,2024-09-10,,TX00004430|TX00009615|TX00002797
GT00249,Account,ACC0015230,normal,NORMAL,false,info,2024-03-08,,TX00006189|P001156|TX00005249
GT00250,Account,ACC0007828,structuring,FRAUD_HIGH,true,low,2025-02-13,,P001365|P004102|TX00008910|P000744|TX00006589|TX00003775
GT00251,Account,ACC0109607,smurfing,AML_HIGH,true,critical,2025-01-31,2025-06-21,P001309|TX00005587|TX00003120|TX00009694|TX00005646|TX00003635|TX00004115|TX00008531
GT00252,Account,ACC0040161,normal,NORMAL,false,info,2024-05-07,2024-10-29,TX00001057|P000444|TX00008241|TX00001511|TX00002035|TX00000371
GT00253,Company,C00860,normal,NORMAL,false,info,2022-10-04,2023-02-11,TX00008425|TX00009443|P003298|TX00001094|TX00002121|TX00008665|P002108|TX00006230
GT00254,Account,ACC0137626,rapid_movement,FRAUD_MEDIUM,true,high,2022-09-09,,TX00008446|TX00000273|TX00000171
GT00255,Account,ACC0071078,rapid_movement,AML_MEDIUM,true,medium,2025-07-23,2025-12-19,TX00007227|TX00000998|P001487|TX00003005|P000607|TX00008776|P000177|TX00004038
GT00256,Company,C03457,smurfing,FRAUD_HIGH,true,high,2023-03-20,,P000093|TX00007200|TX00002354|TX00000417|TX00009709|TX00001882|P002701|P000628
GT00257,Account,ACC0054109,normal,NORMAL,false,info,2022-08-05,2022-11-17,P003222|TX00005514|TX00008503|TX00001300
GT00258,Account,ACC0011195,round_tripping,AML_HIGH,true,medium,2025-10-28,2026-01-01,P001769|TX00002122|P004501
GT00259,Person,P025913,structuring,FRAUD_MEDIUM,true,low,2023-01-06,2023-05-19,P001785|TX00008176|P003193
GT00260,Account,ACC0104039,normal,NORMAL,false,info,2025-05-15,2025-08-24,TX00001465|TX00001356|TX00001061|TX00005741|P003854|TX00009655
GT00261,Account,ACC0015182,layering,FRAUD_HIGH,true,high,2024-12-04,2025-02-17,P001322|P003164|P002471
GT00262,Account,ACC0092736,structuring,FRAUD_HIGH,true,critical,2022-09-03,2023-02-11,TX00005889|TX00009737|TX00002785
GT00263,Person,P037061,shell_company,AML_HIGH,true,high,2023-02-16,2023-07-16,TX00007106|TX00008550|P003555|TX00007841|TX00005897|TX00001773
GT00264,Account,ACC0034596,structuring,FRAUD_MEDIUM,true,medium,2023-07-27,,TX00001919|TX00008425|TX00007673|TX00000444|P003063|TX00008154|TX00003972
GT00265,Person,P024684,normal,NORMAL,false,info,2022-05-29,2022-09-03,P000556|TX00009739|TX00000370|P004953|P004923|P000315|TX00002195
GT00266,Account,ACC0083336,structuring,AML_LOW,true,high,2022-08-10,2023-01-14,TX00003472|TX00007314|P004036|TX00002121|TX00004846|P001798|P001253|P002546
GT00267,Account,ACC0024842,round_tripping,FRAUD_MEDIUM,true,low,2024-07-27,2024-12-03,TX00001235|TX00005096|TX00000345|P001937|TX00001427|P004027
GT00268,Account,ACC0105628,smurfing,FRAUD_HIGH,true,medium,2025-02-14,2025-05-28,P004896|TX00008910|TX00008125|TX00000350|P003982|P000139|P002484
GT00269,Account,ACC0091219,normal,NORMAL,false,info,2022-12-24,2023-01-15,TX00001276|TX00008005|TX00002445|TX00002335|TX00006680
GT00270,Account,ACC0082696,normal,NORMAL,false,info,2023-08-22,,P002201|TX00005629
GT00271,Account,ACC0011970,round_tripping,AML_MEDIUM,true,low,2022-06-14,2022-11-30,TX00003696|P002861|P002175|P002904|P003351
GT00272,Account,ACC0016478,structuring,AML_HIGH,true,medium,2024-10-01,,TX00005615|TX00005235|TX00004130|P002731|TX00008964|P000985|P003440|TX00007232
GT00273,Person,P090738,layering,AML_LOW,true,medium,2024-06-12,,TX00009552|P003157
GT00274,Account,ACC0054098,normal,NORMAL,false,info,2022-03-26,,TX00005558|TX00009257|TX00007443|P002827|P000514|TX00005749|P000124
GT00275,Company,C07270,false_invoice,FRAUD_HIGH,true,low,2023-05-09,,TX00006633|P001864|P000527
GT00276,Account,ACC0044390,normal,NORMAL,false,info,2023-03-18,,TX00006008|P002759|TX00008051
GT00277,Account,ACC0064880,normal,NORMAL,false,info,2024-10-17,2025-03-15,TX00000625|P002404|P003299|TX00001149|TX00003591|TX00000030|TX00000456
GT00278,Account,ACC0110819,normal,NORMAL,false,info,2022-11-10,2022-11-21,TX00007660|TX00001774|TX00009995|P000448|TX00007000|TX00002195|TX00001663
GT00279,Account,ACC0073865,normal,NORMAL,false,info,2023-05-28,2023-09-01,TX00008478|P001149|P001669|P004940
GT00280,Person,P018962,smurfing,AML_HIGH,true,critical,2025-09-06,2025-11-15,P001879|TX00002235|TX00004093|TX00004088|P001436
GT00281,Person,P000910,structuring,FRAUD_MEDIUM,true,low,2024-02-02,,TX00000186|TX00005133
GT00282,Company,C06996,round_tripping,AML_MEDIUM,true,critical,2024-02-07,,TX00006183|TX00005933|P004959|TX00009173|P002591|TX00006989
GT00283,Account,ACC0120997,rapid_movement,FRAUD_MEDIUM,true,critical,2024-10-29,,P003950|P001825
GT00284,Account,ACC0131743,false_invoice,AML_MEDIUM,true,low,2024-08-15,,TX00000447|P004097
GT00285,Person,P072537,layering,AML_HIGH,true,medium,2024-05-10,2024-10-07,TX00006830|P003019
GT00286,Person,P036950,shell_company,AML_MEDIUM,true,low,2023-02-03,2023-03-27,TX00002079|TX00001134|P002132|P004647|TX00006917
GT00287,Account,ACC0061741,structuring,FRAUD_MEDIUM,true,high,2022-06-28,2022-11-08,P001663|TX00006548|TX00003131|TX00005496
GT00288,Account,ACC0104277,rapid_movement,AML_LOW,true,medium,2023-11-11,,TX00003896|P004854|TX00003626|P000512
GT00289,Company,C04254,false_invoice,AML_LOW,true,low,2025-09-25,2026-01-01,TX00002869|TX00006030
GT00290,Person,P019096,smurfing,AML_HIGH,true,low,2023-01-11,,TX00001163|TX00000676|TX00001425|TX00005509|TX00004457
GT00291,Account,ACC0008117,structuring,FRAUD_HIGH,true,high,2022-11-30,2022-12-25,TX00004185|P000095
GT00292,Account,ACC0057117,false_invoice,AML_LOW,true,low,2023-03-21,2023-03-29,TX00004329|TX00001695|TX00006646
GT00293,Person,P027513,structuring,FRAUD_HIGH,true,medium,2023-04-22,2023-06-09,P002030|TX00000751|TX00003783|TX00008344|P003299|TX00004359|TX00001326|TX00004107
GT00294,Person,P048535,layering,AML_LOW,true,medium,2024-06-17,2024-06-29,P000905|TX00001795|TX00005895|TX00005116|P000263
GT00295,Account,ACC0040994,layering,AML_MEDIUM,true,medium,2025-09-27,2025-11-24,TX00003617|P000118|TX00002847|P003952|P003770
GT00296,Person,P033623,structuring,FRAUD_HIGH,true,critical,2024-03-16,,P002286|TX00007616|TX00000904|TX00007817|P001552
GT00297,Person,P080160,false_invoice,FRAUD_MEDIUM,true,critical,2025-04-13,,P001365|P003606|P001169|P002055|TX00004145|TX00002084
GT00298,Person,P034906,normal,NORMAL,false,info,2023-12-08,2024-01-09,TX00009244|TX00003242|P002697
GT00299,Account,ACC0002555,smurfing,AML_HIGH,true,medium,2022-05-14,2022-11-03,TX00001859|TX00004672|P000340|P003113|TX00002525|TX00008003|TX00002731|P003612
GT00300,Account,ACC0114781,normal,NORMAL,false,info,2022-06-28,,P004951|TX00006062|P004453|TX00003771|TX00002934|P000730|TX00008469
GT00301,Person,P075705,smurfing,FRAUD_MEDIUM,true,critical,2025-12-11,,P002604|P002287|P001825|TX00005873|TX00006747|P002992
GT00302,Person,P088478,rapid_movement,AML_MEDIUM,true,critical,2023-03-23,2023-08-07,TX00004505|TX00000095|TX00009416|TX00004244|TX00007886|TX00007151|TX00008758|P001417
GT00303,Account,ACC0052797,smurfing,AML_LOW,true,high,2024-12-26,2025-01-07,TX00001269|P004624|TX00002595|TX00002703
GT00304,Account,ACC0021207,structuring,FRAUD_MEDIUM,true,critical,2024-08-05,,P002697|TX00003600|TX00000447|TX00008551|P004703|P001775|TX00002184|TX00005648
GT00305,Person,P048364,normal,NORMAL,false,info,2025-05-27,,P000482|P002183|P004345|TX00003307
GT00306,Account,ACC0036020,normal,NORMAL,false,info,2022-04-25,,TX00008678|TX00002396
GT00307,Person,P080009,round_tripping,AML_LOW,true,critical,2025-06-21,,TX00004790|P002700|TX00009779|TX00009264|TX00002792|TX00001270
GT00308,Account,ACC0073904,structuring,FRAUD_HIGH,true,high,2024-02-09,2024-04-11,TX00003692|TX00007281|P000482|TX00005114|TX00004322|TX00005314|TX00000268|P000126
GT00309,Account,ACC0078096,smurfing,AML_MEDIUM,true,low,2023-01-28,,TX00008708|TX00005214|TX00003792|TX00002842|P001491
GT00310,Person,P098147,rapid_movement,FRAUD_MEDIUM,true,high,2023-12-24,,TX00007496|P002316
GT00311,Account,ACC0013485,normal,NORMAL,false,info,2022-04-18,,TX00007668|TX00005758|P003603|TX00001651|TX00003210|TX00007354|TX00001428
GT00312,Account,ACC0041371,normal,NORMAL,false,info,2023-11-21,,P002360|TX00001630|P001306
GT00313,Person,P025691,rapid_movement,FRAUD_MEDIUM,true,low,2022-02-24,,P003302|TX00009611
GT00314,Account,ACC0091879,layering,FRAUD_MEDIUM,true,low,2024-03-28,,P002779|P003915|P003665|TX00001088|TX00001497|TX00006012|TX00009873
GT00315,Account,ACC0015541,rapid_movement,FRAUD_HIGH,true,medium,2022-01-12,,P001997|TX00008039|TX00000548|TX00004581|P002786
GT00316,Person,P003762,false_invoice,FRAUD_HIGH,true,high,2023-03-03,2023-04-01,P003524|P000550|TX00007937|TX00008031
GT00317,Account,ACC0133362,round_tripping,FRAUD_HIGH,true,medium,2022-03-31,2022-07-22,TX00001229|TX00007608|TX00005586|TX00007471|P003460|TX00000504|TX00002227
GT00318,Person,P019842,normal,NORMAL,false,info,2022-11-12,2023-01-05,TX00001611|TX00000186
GT00319,Person,P062793,normal,NORMAL,false,info,2025-12-09,,TX00001974|P004849|TX00009455|TX00007519
GT00320,Account,ACC0079813,normal,NORMAL,false,info,2022-07-13,2023-01-01,TX00004112|TX00008645
GT00321,Account,ACC0129054,round_tripping,FRAUD_MEDIUM,true,medium,2025-04-05,2025-08-04,TX00001685|TX00002288|TX00003994
GT00322,Person,P008657,structuring,AML_HIGH,true,critical,2025-04-06,2025-04-13,P004810|TX00002614
GT00323,Person,P046935,rapid_movement,FRAUD_HIGH,true,low,2023-06-21,,P001107|P003405
GT00324,Person,P051872,layering,AML_LOW,true,critical,2022-09-25,2022-12-29,TX00005965|P002705|P001419
GT00325,Account,ACC0006142,layering,AML_LOW,true,low,2025-10-10,2025-10-29,P000309|TX00004702|TX00004600|P003875|TX00001302|TX00002332
GT00326,Account,ACC0097417,normal,NORMAL,false,info,2022-10-19,,TX00008523|TX00007829|TX00009962|P002098
GT00327,Account,ACC0119947,normal,NORMAL,false,info,2023-09-30,,TX00004968|TX00000770|TX00001856|P000757|TX00006030
GT00328,Account,ACC0088457,shell_company,AML_MEDIUM,true,critical,2023-07-01,2023-09-25,TX00009426|TX00002959|P003831|P003709|P000161|TX00007431|TX00004056
GT00329,Account,ACC0003588,structuring,FRAUD_MEDIUM,true,critical,2023-10-16,2023-11-25,TX00003808|P001273|TX00000732|TX00008409|TX00006932
GT00330,Person,P059618,structuring,FRAUD_HIGH,true,high,2023-03-27,2023-08-11,P003645|TX00003742
GT00331,Person,P051215,rapid_movement,AML_HIGH,true,low,2024-06-26,,TX00007459|P002957|P003478|P000418|TX00002379|TX00007016
GT00332,Person,P022211,normal,NORMAL,false,info,2025-05-26,2025-08-29,TX00004019|TX00002315|P003895|TX00004911
GT00333,Account,ACC0124976,normal,NORMAL,false,info,2025-05-13,2025-06-01,P003443|TX00001170|TX00003739|TX00004900|P003365|TX00008252|P001249|P002553
GT00334,Person,P060683,normal,NORMAL,false,info,2022-08-06,,TX00006495|P002138|TX00005889|TX00006941|TX00007306|TX00006505|TX00003395|TX00001829
GT00335,Person,P085325,smurfing,AML_LOW,true,low,2022-11-05,,TX00002920|P004635
GT00336,Person,P081531,rapid_movement,FRAUD_HIGH,true,medium,2024-12-19,,P001633|TX00007051|TX00003626|TX00003961|TX00008933
GT00337,Account,ACC0045988,false_invoice,AML_MEDIUM,true,low,2025-05-02,2025-10-05,TX00002044|TX00002887|TX00009538|TX00007412|P002107|P001971
GT00338,Account,ACC0017847,round_tripping,FRAUD_HIGH,true,medium,2023-09-19,2024-03-12,TX00007890|TX00002835|TX00006976
GT00339,Account,ACC0087693,rapid_movement,AML_MEDIUM,true,low,2025-06-18,2025-06-25,P002120|TX00007880|TX00004676
GT00340,Person,P075834,round_tripping,AML_HIGH,true,critical,2025-06-25,2025-08-21,TX00003695|TX00009645|TX00000324|TX00007910
GT00341,Account,ACC0008835,shell_company,FRAUD_MEDIUM,true,medium,2023-08-16,2023-09-18,TX00001239|TX00006999
GT00342,Account,ACC0115252,layering,AML_LOW,true,medium,2024-04-30,,P000940|P003993|TX00004197
GT00343,Account,ACC0047780,structuring,FRAUD_HIGH,true,high,2024-09-01,2025-02-23,P001337|TX00006887
GT00344,Account,ACC0109763,normal,NORMAL,false,info,2022-11-04,,TX00009850|TX00005723|P004708|TX00009292|TX00006222|TX00002314|TX00002664
GT00345,Account,ACC0059251,shell_company,AML_MEDIUM,true,low,2024-09-07,2024-10-28,P000098|TX00006447|P003242|TX00005761|TX00005775|TX00005971|TX00008942
GT00346,Person,P077774,normal,NORMAL,false,info,2023-12-17,,TX00002335|TX00007811|TX00001714|P004601|P003671
GT00347,Person,P022311,normal,NORMAL,false,info,2022-12-27,2023-02-20,TX00007066|P002037|TX00003993|TX00000045
GT00348,Company,C07395,false_invoice,AML_MEDIUM,true,high,2022-02-27,,TX00007229|TX00004611|TX00001578|P003112|TX00005652
GT00349,Account,ACC0099108,smurfing,AML_LOW,true,critical,2025-06-04,2025-08-07,TX00003940|TX00003008|TX00002680|TX00006751|TX00001093|TX00009225|TX00001444
GT00350,Account,ACC0073259,shell_company,FRAUD_HIGH,true,high,2025-10-24,,TX00008501|P000409|TX00003189|TX00004968|TX00000362|P000389
GT00351,Account,ACC0066797,layering,AML_LOW,true,critical,2025-06-06,,TX00006251|TX00000002|TX00007473
GT00352,Person,P038468,rapid_movement,FRAUD_MEDIUM,true,high,2023-07-21,2023-11-06,TX00007980|TX00004830|P001138|TX00000562|TX00005523|P001394|TX00002104|TX00005204
GT00353,Person,P067995,round_tripping,AML_LOW,true,high,2022-05-29,2022-06-10,P000976|TX00003334|TX00002074|P001389
GT00354,Person,P057149,shell_company,AML_MEDIUM,true,critical,2024-06-09,2024-07-06,P001473|TX00003326|TX00002539|TX00006846|P001891|TX00007391
GT00355,Person,P046950,shell_company,FRAUD_MEDIUM,true,high,2023-09-26,2024-01-02,TX00004502|P004999|TX00002297|TX00007265|TX00001952|P004154|TX00000936
GT00356,Person,P070066,false_invoice,FRAUD_HIGH,true,medium,2023-07-23,2023-12-02,TX00003053|TX00000251|TX00002953|TX00004566
GT00357,Account,ACC0088665,rapid_movement,AML_LOW,true,high,2023-03-28,,TX00000886|TX00009355|TX00008965|TX00000880|TX00009324|P002792
GT00358,Person,P028620,layering,FRAUD_HIGH,true,critical,2025-10-18,2026-01-01,P002080|TX00009729|TX00002267|TX00000842|TX00003234|TX00006235|TX00002323
GT00359,Person,P082538,structuring,FRAUD_MEDIUM,true,critical,2025-09-18,2026-01-01,TX00007048|TX00005879|TX00005676|TX00006146
GT00360,Account,ACC0140102,normal,NORMAL,false,info,2024-09-28,2025-03-05,P001620|P004237|P001325|P002247|TX00002280|P004274|P001706
GT00361,Person,P042020,layering,FRAUD_HIGH,true,critical,2024-06-14,,TX00008586|TX00004153
GT00362,Person,P021421,structuring,AML_LOW,true,critical,2023-10-20,2023-11-19,P002788|P003228
GT00363,Person,P062804,smurfing,FRAUD_MEDIUM,true,low,2022-08-11,,TX00005140|TX00001939|TX00006144|TX00006023|TX00009605|TX00002626
GT00364,Account,ACC0099400,round_tripping,FRAUD_HIGH,true,high,2024-09-25,,TX00003502|TX00002264|TX00002574|TX00008857|TX00007258|TX00007408|TX00007511
GT00365,Person,P095647,layering,AML_MEDIUM,true,low,2022-07-01,2022-12-14,TX00005768|TX00002144|P004561|TX00005621|TX00004199|P000417|TX00004505|P004100
GT00366,Person,P015615,false_invoice,AML_MEDIUM,true,medium,2023-11-03,,TX00001880|TX00001555|P001102|P004645
GT00367,Account,ACC0135388,layering,AML_HIGH,true,critical,2024-05-25,,TX00002909|TX00005627|TX00004673|TX00000348
GT00368,Account,ACC0059706,normal,NORMAL,false,info,2023-06-19,2023-08-19,P003166|TX00001577
GT00369,Account,ACC0113135,shell_company,AML_HIGH,true,low,2024-10-23,2025-01-26,TX00005818|P000611|TX00001303
GT00370,Person,P096449,smurfing,FRAUD_MEDIUM,true,high,2023-03-01,,TX00004663|TX00005738|TX00007593|TX00005844|TX00006244|P003871|TX00001148|TX00008224
GT00371,Person,P085155,structuring,FRAUD_MEDIUM,true,low,2022-11-12,,P000193|TX00008565|P001428|P004895|P002350
GT00372,Person,P030656,smurfing,FRAUD_MEDIUM,true,critical,2024-03-27,,TX00001842|TX00002023|P002927|TX00003713|P003545
GT00373,Person,P094235,layering,FRAUD_HIGH,true,high,2022-10-02,2023-03-15,TX00009523|P002302
GT00374,Company,C09862,layering,AML_LOW,true,high,2023-04-03,,P000733|TX00009101|P003353|TX00002603
GT00375,Person,P060657,normal,NORMAL,false,info,2022-09-07,2022-11-08,P000927|P000124|TX00006648
GT00376,Account,ACC0096813,normal,NORMAL,false,info,2024-02-25,2024-08-04,TX00008692|TX00009410|TX00005073|TX00002720|TX00005902|TX00008997
GT00377,Account,ACC0092743,smurfing,FRAUD_HIGH,true,critical,2025-10-02,,P003399|TX00009348|P000033|TX00005436|P002311
GT00378,Company,C05214,normal,NORMAL,false,info,2023-03-14,,TX00009376|P000959|TX00004128|TX00007796
GT00379,Account,ACC0003384,rapid_movement,AML_HIGH,true,low,2022-09-24,2023-01-05,TX00002793|TX00003699
GT00380,Person,P019487,round_tripping,AML_MEDIUM,true,low,2023-07-04,2023-11-18,TX00005380|TX00004532|TX00004837|P002958|P001257|TX00004682|P001730|P000354
GT00381,Person,P004774,layering,AML_HIGH,true,critical,2025-04-18,2025-10-06,P002147|TX00001330|P004911|P001592|TX00003944|TX00002320|TX00008409|P001424
GT00382,Company,C03924,layering,AML_MEDIUM,true,critical,2022-05-28,,TX00006039|TX00005948|TX00009932|P000585|P004391|TX00000374
GT00383,Account,ACC0027441,normal,NORMAL,false,info,2022-05-02,,TX00004401|TX00006620
GT00384,Account,ACC0085312,structuring,FRAUD_MEDIUM,true,high,2025-11-18,2026-01-01,TX00002109|TX00000536|P003448|TX00007663|P003795|P000949
GT00385,Person,P006136,smurfing,FRAUD_HIGH,true,high,2023-06-29,2023-11-07,TX00003144|TX00002170|P004685|TX00000786
GT00386,Account,ACC0145498,structuring,AML_HIGH,true,high,2022-04-25,,TX00006063|TX00009433
GT00387,Company,C05830,smurfing,AML_HIGH,true,high,2024-04-27,2024-10-12,P004206|TX00008576|P003006|P001938|TX00001492
GT00388,Person,P092776,layering,AML_LOW,true,high,2023-10-03,2024-01-30,P003323|TX00000844|P000229|TX00002630|TX00006411|TX00005547|P003877|TX00001552
GT00389,Person,P017195,shell_company,FRAUD_HIGH,true,low,2022-12-20,,TX00006682|TX00009288
GT00390,Account,ACC0051177,shell_company,FRAUD_HIGH,true,high,2024-01-24,2024-05-13,TX00007610|TX00006898|TX00000777|TX00008841|P003566|TX00008807|TX00009894|TX00003658
GT00391,Account,ACC0141924,normal,NORMAL,false,info,2022-02-03,,P001177|P002752|TX00002557
GT00392,Person,P084992,normal,NORMAL,false,info,2024-12-29,,TX00000001|TX00000444|P000040|TX00003692|TX00003977
GT00393,Account,ACC0107780,layering,AML_LOW,true,low,2024-05-30,2024-08-08,P000489|P003277
GT00394,Account,ACC0032532,normal,NORMAL,false,info,2025-03-02,2025-06-06,P004978|TX00001225|TX00001556|TX00002929
GT00395,Account,ACC0023335,smurfing,AML_LOW,true,low,2022-03-08,2022-04-22,TX00009479|TX00008558|P002235|TX00001377
GT00396,Person,P037866,rapid_movement,AML_HIGH,true,high,2024-06-19,2024-12-03,TX00007622|TX00006854|TX00004437|TX00001100|TX00007917|TX00007556|TX00001486
