account_id,owner_id,owner_type,institution_id,account_type,currency,opened_at,closed_at,status,average_balance,city,country
ACC0000245,P026977,Person,BNK011,Mobile Money,ETB,2022-07-04,,Active,117228,Bishoftu,Ethiopia
ACC0000246,P021854,Person,BNK002,Fixed Deposit,ETB,2022-06-11,,Active,12240,Sodo,Ethiopia
ACC0000247,C00363,Company,BNK017,Business,ETB,2024-05-17,,Active,28971,Bahir Dar,Ethiopia
ACC0000248,C03496,Company,BNK002,Business,ETB,2024-01-04,,Dormant,37205,Addis Ababa,Ethiopia
ACC0000249,P047845,Person,BNK011,Current,ETB,2023-07-07,,Dormant,18920,Addis Ababa,Ethiopia
ACC0000250,P080473,Person,BNK003,Current,ETB,2023-10-02,,Active,36733,Addis Ababa,Ethiopia
ACC0000251,P079441,Person,BNK007,Savings,ETB,2024-12-13,,Active,41545,Bahir Dar,Ethiopia
ACC0000252,P038621,Person,BNK016,Savings,ETB,2023-07-29,,Active,1603,Dessie,Ethiopia
ACC0000253,P011215,Person,BNK019,Current,ETB,2023-11-14,2024-05-13,Closed,7711,Addis Ababa,Ethiopia
ACC0000254,C05382,Company,BNK017,Fixed Deposit,ETB,2022-10-15,,Active,40619,Addis Ababa,Ethiopia
ACC0000255,P006691,Person,BNK003,Current,ETB,2023-06-24,,Closed,10574,Adama,Ethiopia
ACC0000256,P012965,Person,BNK010,Mobile Money,ETB,2025-03-16,,Closed,3659,Jimma,Ethiopia
ACC0000257,P096246,Person,BNK013,Business,ETB,2024-12-08,,Active,4846,Bishoftu,Ethiopia
ACC0000258,P026243,Person,BNK004,Mobile Money,ETB,2023-07-23,,Active,9061,Addis Ababa,Ethiopia
ACC0000259,P032423,Person,BNK009,Fixed Deposit,ETB,2025-07-07,,Active,46842,Addis Ababa,Ethiopia
ACC0000260,P018681,Person,BNK002,Mobile Money,ETB,2024-08-15,2025-05-29,Closed,2741,Bishoftu,Ethiopia
ACC0000261,P023733,Person,BNK010,Business,ETB,2024-07-20,,Active,1865,Jijiga,Ethiopia
ACC0000262,P015631,Person,BNK013,Fixed Deposit,ETB,2023-06-05,,Active,60468,Gondar,Ethiopia
ACC0000263,C02522,Company,BNK010,Savings,ETB,2023-11-15,,Active,9023,Addis Ababa,Ethiopia
ACC0000264,P083892,Person,BNK020,Current,ETB,2024-01-01,,Active,23280,Dilla,Ethiopia
ACC0000265,C08748,Company,BNK010,Current,ETB,2025-09-25,,Active,15935,Dessie,Ethiopia
ACC0000266,P095611,Person,BNK009,Business,ETB,2023-10-05,,Active,2176,Sodo,Ethiopia
ACC0000267,P024095,Person,BNK017,Mobile Money,ETB,2024-09-06,2025-01-22,Closed,1997,Bishoftu,Ethiopia
ACC0000268,P024777,Person,BNK019,Savings,ETB,2022-08-29,,Active,6699,Bahir Dar,Ethiopia
ACC0000269,P033097,Person,BNK014,Current,ETB,2022-06-13,,Closed,1376,Mekelle,Ethiopia
ACC0000270,P071900,Person,BNK001,Business,ETB,2025-08-05,,Active,31360,Dire Dawa,Ethiopia
ACC0000271,P038556,Person,BNK016,Savings,ETB,2022-01-28,,Active,5389,Addis Ababa,Ethiopia
ACC0000272,P047031,Person,BNK001,Savings,ETB,2025-12-29,,Active,23897,Asella,Ethiopia
ACC0000273,P097034,Person,BNK005,Mobile Money,ETB,2023-03-20,,Closed,23647,Mekelle,Ethiopia
ACC0000274,P020345,Person,BNK012,Business,ETB,2024-12-13,2025-11-06,Closed,2487,Addis Ababa,Ethiopia
ACC0000275,P095893,Person,BNK003,Current,ETB,2025-01-03,,Active,4033,Addis Ababa,Ethiopia
ACC0000276,P060259,Person,BNK001,Business,ETB,2023-02-24,2023-04-03,Closed,8333,Addis Ababa,Ethiopia
ACC0000277,P044274,Person,BNK006,Savings,ETB,2023-05-17,2023-06-28,Closed,11224,Jimma,Ethiopia
ACC0000278,C09872,Company,BNK007,Mobile Money,ETB,2025-12-07,,Active,6206,Addis Ababa,Ethiopia
ACC0000279,C03958,Company,BNK005,Savings,ETB,2024-08-14,,Active,98210,Jimma,Ethiopia
ACC0000280,P052131,Person,BNK008,Savings,EUR,2022-08-29,,Active,31140,Addis Ababa,Ethiopia
ACC0000281,P001685,Person,BNK003,Savings,ETB,2025-07-08,,Dormant,4213,Dire Dawa,Ethiopia
ACC0000282,P071296,Person,BNK008,Business,USD,2023-01-01,,Active,2725,Addis Ababa,Ethiopia
ACC0000283,P071704,Person,BNK020,Fixed Deposit,EUR,2023-07-18,,Active,13324,Mekelle,Ethiopia
ACC0000284,P081498,Person,BNK015,Savings,ETB,2022-07-28,,Active,3481,Jimma,Ethiopia
ACC0000285,P093560,Person,BNK014,Fixed Deposit,ETB,2023-01-03,,Active,3494,Addis Ababa,Ethiopia
ACC0000286,C05456,Company,BNK019,Savings,ETB,2023-04-23,,Closed,57736,Shashamane,Ethiopia
ACC0000287,P025175,Person,BNK012,Business,ETB,2025-04-09,,Active,2302,Jijiga,Ethiopia
ACC0000288,P029093,Person,BNK003,Mobile Money,ETB,2022-08-22,,Closed,18876,Addis Ababa,Ethiopia
ACC0000289,P056694,Person,BNK011,Business,ETB,2022-01-24,,Closed,412925,Dessie,Ethiopia
ACC0000290,P085925,Person,BNK014,Savings,CHF,2023-12-17,,Active,4962,Addis Ababa,Ethiopia
ACC0000291,P061268,Person,BNK015,Current,ETB,2023-09-30,,Dormant,69408,Addis Ababa,Ethiopia
ACC0000292,P062797,Person,BNK017,Fixed Deposit,ETB,2023-08-26,,Dormant,75002,Jijiga,Ethiopia
ACC0000293,P040356,Person,BNK017,Fixed Deposit,ETB,2025-09-03,2025-11-21,Closed,1953,Addis Ababa,Ethiopia
ACC0000294,P025434,Person,BNK008,Mobile Money,ETB,2025-01-10,,Active,4821,Bahir Dar,Ethiopia
ACC0000295,P086822,Person,BNK009,Savings,ETB,2023-11-26,,Closed,6587,Hawassa,Ethiopia
ACC0000296,P078608,Person,BNK014,Mobile Money,ETB,2025-02-25,,Active,16737,Hawassa,Ethiopia
ACC0000297,C02129,Company,BNK013,Current,ETB,2022-02-14,,Active,30721,Addis Ababa,Ethiopia
ACC0000298,P026027,Person,BNK007,Current,ETB,2025-06-02,,Closed,3595,Adama,Ethiopia
ACC0000299,P023389,Person,BNK007,Business,ETB,2023-09-30,,Active,17817,Jimma,Ethiopia
ACC0000300,P022713,Person,BNK019,Fixed Deposit,ETB,2025-11-16,,Active,2294,Hawassa,Ethiopia
ACC0000301,P059739,Person,BNK017,Fixed Deposit,ETB,2025-10-01,,Frozen,34898,Addis Ababa,Ethiopia
ACC0000302,P056583,Person,BNK002,Mobile Money,ETB,2025-01-05,,Active,8155,Jimma,Ethiopia
ACC0000303,C07612,Company,BNK020,Savings,ETB,2023-06-09,,Active,510,Arba Minch,Ethiopia
ACC0000304,P094727,Person,BNK008,Savings,ETB,2023-08-14,,Active,13893,Addis Ababa,Ethiopia
ACC0000305,P050756,Person,BNK004,Savings,ETB,2024-05-29,2025-05-19,Closed,40945,Bahir Dar,Ethiopia
ACC0000306,P036741,Person,BNK019,Current,ETB,2023-07-04,,Active,21858,Addis Ababa,Ethiopia
ACC0000307,P018868,Person,BNK013,Business,ETB,2024-12-28,,Active,1662,Bahir Dar,Ethiopia
ACC0000308,P025391,Person,BNK011,Business,ETB,2024-09-05,,Active,10093,Adama,Ethiopia
ACC0000309,C00241,Company,BNK004,Savings,ETB,2023-01-03,,Closed,23319,Bishoftu,Ethiopia
ACC0000310,P091295,Person,BNK004,Business,ETB,2023-12-06,,Active,24302,Addis Ababa,Ethiopia
ACC0000311,P099249,Person,BNK020,Current,ETB,2022-02-08,,Active,6851,Arba Minch,Ethiopia
ACC0000312,P085342,Person,BNK015,Fixed Deposit,ETB,2022-11-07,,Active,150171,Dire Dawa,Ethiopia
ACC0000313,P049922,Person,BNK017,Business,ETB,2024-04-28,,Closed,17735,Addis Ababa,Ethiopia
ACC0000314,P065617,Person,BNK018,Mobile Money,ETB,2022-04-14,,Active,25824,Bahir Dar,Ethiopia
ACC0000315,C07453,Company,BNK017,Business,ETB,2022-12-13,,Closed,1531,Jijiga,Ethiopia
ACC0000316,P076015,Person,BNK013,Fixed Deposit,ETB,2022-10-22,,Closed,7976,Addis Ababa,Ethiopia
ACC0000317,P095321,Person,BNK009,Business,ETB,2022-08-23,2025-08-01,Closed,28776,Addis Ababa,Ethiopia
ACC0000318,P046509,Person,BNK010,Business,CHF,2023-07-30,,Active,25407,Addis Ababa,Ethiopia
ACC0000319,P083820,Person,BNK006,Mobile Money,ETB,2023-04-01,,Dormant,13532,Dessie,Ethiopia
ACC0000320,P047077,Person,BNK018,Current,ETB,2025-03-03,,Active,6512,Arba Minch,Ethiopia
ACC0000321,P015813,Person,BNK020,Mobile Money,ETB,2023-02-10,2023-06-26,Closed,43864,Dessie,Ethiopia
ACC0000322,P084624,Person,BNK015,Business,ETB,2024-02-22,,Active,25044,Mekelle,Ethiopia
ACC0000323,P096649,Person,BNK011,Mobile Money,ETB,2023-07-08,,Active,3628,Bahir Dar,Ethiopia
ACC0000324,P067739,Person,BNK001,Fixed Deposit,ETB,2024-09-08,2025-06-04,Closed,16180,Addis Ababa,Ethiopia
ACC0000325,P093175,Person,BNK007,Savings,ETB,2025-05-08,,Active,30960,Bahir Dar,Ethiopia
ACC0000326,P062807,Person,BNK010,Current,ETB,2023-08-12,,Active,4748,Addis Ababa,Ethiopia
ACC0000327,P082421,Person,BNK013,Business,ETB,2025-08-21,,Active,27099,Jimma,Ethiopia
ACC0000328,P003136,Person,BNK011,Current,CHF,2023-07-03,,Active,89906,Bahir Dar,Ethiopia
ACC0000329,P094136,Person,BNK019,Mobile Money,ETB,2023-10-20,,Active,6382,Jimma,Ethiopia
ACC0000330,P095009,Person,BNK003,Fixed Deposit,ETB,2022-11-01,,Active,3618,Hawassa,Ethiopia
ACC0000331,P075192,Person,BNK020,Current,ETB,2024-03-17,,Active,14233,Addis Ababa,Ethiopia
ACC0000332,P022387,Person,BNK014,Current,ETB,2025-03-05,2025-10-23,Closed,62970,Addis Ababa,Ethiopia
ACC0000333,C07425,Company,BNK003,Savings,ETB,2025-08-03,,Active,9619,Addis Ababa,Ethiopia
ACC0000334,P063346,Person,BNK006,Mobile Money,ETB,2025-01-08,,Active,128512,Harar,Ethiopia
ACC0000335,P008918,Person,BNK020,Fixed Deposit,USD,2024-04-21,,Closed,16452,Addis Ababa,Ethiopia
ACC0000336,P028871,Person,BNK007,Business,ETB,2023-01-26,,Closed,33187,Hawassa,Ethiopia
ACC0000337,P052048,Person,BNK006,Mobile Money,ETB,2024-06-06,,Active,9494,Shashamane,Ethiopia
ACC0000338,P083365,Person,BNK009,Current,ETB,2022-09-08,,Closed,7633,Addis Ababa,Ethiopia
ACC0000339,C02636,Company,BNK013,Mobile Money,ETB,2023-08-29,,Active,10560,Addis Ababa,Ethiopia
ACC0000340,C05450,Company,BNK017,Savings,ETB,2023-12-20,,Closed,33313,Addis Ababa,Ethiopia
ACC0000341,P080500,Person,BNK015,Savings,GBP,2025-06-24,,Closed,13018,Addis Ababa,Ethiopia
ACC0000342,C00556,Company,BNK016,Fixed Deposit,ETB,2023-06-09,,Closed,99367,Bishoftu,Ethiopia
ACC0000343,P073895,Person,BNK019,Fixed Deposit,ETB,2025-02-28,,Closed,3820,Gondar,Ethiopia
ACC0000344,P010257,Person,BNK004,Business,ETB,2024-07-13,,Active,19475,Addis Ababa,Ethiopia
ACC0000345,P057606,Person,BNK003,Mobile Money,ETB,2023-09-05,,Active,57810,Addis Ababa,Ethiopia
ACC0000346,P009172,Person,BNK010,Fixed Deposit,ETB,2025-10-26,,Active,10275,Addis Ababa,Ethiopia
ACC0000347,P066220,Person,BNK010,Fixed Deposit,ETB,2024-11-16,,Active,6212,Hawassa,Ethiopia
ACC0000348,P077349,Person,BNK015,Business,ETB,2025-11-15,,Active,17272,Asella,Ethiopia
ACC0000349,P047511,Person,BNK013,Savings,ETB,2022-10-27,,Active,5164,Bishoftu,Ethiopia
ACC0000350,P064496,Person,BNK013,Fixed Deposit,ETB,2022-08-11,,Active,10437,Addis Ababa,Ethiopia
ACC0000351,P076132,Person,BNK004,Savings,ETB,2023-11-09,,Active,13483,Jimma,Ethiopia
ACC0000352,P075818,Person,BNK011,Fixed Deposit,ETB,2022-11-15,,Active,9819,Bishoftu,Ethiopia
ACC0000353,P043332,Person,BNK019,Savings,ETB,2023-01-18,,Active,18153,Addis Ababa,Ethiopia
ACC0000354,P091959,Person,BNK019,Business,ETB,2022-11-01,,Active,5592,Addis Ababa,Ethiopia
ACC0000355,P082653,Person,BNK020,Fixed Deposit,ETB,2022-07-28,,Active,19487,Bishoftu,Ethiopia
ACC0000356,C06001,Company,BNK005,Business,ETB,2025-08-21,,Active,6677,Addis Ababa,Ethiopia
ACC0000357,P070346,Person,BNK020,Fixed Deposit,ETB,2022-03-21,,Dormant,9739,Addis Ababa,Ethiopia
ACC0000358,P003883,Person,BNK016,Business,ETB,2022-01-24,,Active,38705,Jijiga,Ethiopia
ACC0000359,P027163,Person,BNK001,Fixed Deposit,ETB,2022-11-04,,Dormant,13099,Dire Dawa,Ethiopia
ACC0000360,P088684,Person,BNK005,Fixed Deposit,ETB,2024-08-24,,Active,15256,Hosaena,Ethiopia
ACC0000361,C04030,Company,BNK011,Savings,ETB,2024-10-19,,Active,109113,Addis Ababa,Ethiopia
ACC0000362,P002993,Person,BNK002,Business,ETB,2023-11-19,,Closed,102716,Addis Ababa,Ethiopia
ACC0000363,P036739,Person,BNK006,Fixed Deposit,ETB,2023-12-31,,Closed,41163,Addis Ababa,Ethiopia
ACC0000364,P039283,Person,BNK014,Business,AED,2022-10-03,,Closed,24935,Bishoftu,Ethiopia
ACC0000365,P086340,Person,BNK014,Mobile Money,ETB,2025-05-31,,Active,2252,Addis Ababa,Ethiopia
ACC0000366,P095487,Person,BNK015,Business,ETB,2024-02-21,,Active,292381,Addis Ababa,Ethiopia
ACC0000367,P051933,Person,BNK016,Current,ETB,2023-07-23,,Active,9040,Addis Ababa,Ethiopia
ACC0000368,P089729,Person,BNK011,Fixed Deposit,ETB,2024-11-21,,Active,10584,Dire Dawa,Ethiopia
ACC0000369,P063502,Person,BNK013,Mobile Money,ETB,2023-11-30,,Closed,41724,Adama,Ethiopia
ACC0000370,C04299,Company,BNK006,Current,ETB,2024-06-16,,Active,202962,Addis Ababa,Ethiopia
ACC0000371,P037609,Person,BNK001,Mobile Money,ETB,2023-02-08,,Active,10637,Addis Ababa,Ethiopia
ACC0000372,P074121,Person,BNK020,Savings,ETB,2024-02-14,,Active,2654,Bahir Dar,Ethiopia
ACC0000373,P001455,Person,BNK002,Current,ETB,2022-07-11,2025-05-03,Closed,25014,Addis Ababa,Ethiopia
ACC0000374,P083211,Person,BNK018,Mobile Money,ETB,2022-09-30,2025-11-21,Closed,46253,Addis Ababa,Ethiopia
ACC0000375,P063714,Person,BNK018,Current,ETB,2023-07-07,,Active,22740,Bahir Dar,Ethiopia
ACC0000376,C04123,Company,BNK003,Business,ETB,2025-08-16,2025-11-24,Closed,37790,Addis Ababa,Ethiopia
ACC0000377,C02455,Company,BNK010,Mobile Money,CHF,2023-05-25,,Active,21472,Gondar,Ethiopia
ACC0000378,P092602,Person,BNK013,Savings,ETB,2025-11-22,,Active,9241,Gondar,Ethiopia
ACC0000379,P098389,Person,BNK005,Savings,ETB,2023-05-16,,Active,8034,Addis Ababa,Ethiopia
ACC0000380,P015331,Person,BNK008,Mobile Money,ETB,2022-05-31,,Active,27451,Hawassa,Ethiopia
ACC0000381,C08286,Company,BNK016,Fixed Deposit,EUR,2025-04-07,,Active,7541,Addis Ababa,Ethiopia
ACC0000382,P064933,Person,BNK006,Current,ETB,2022-03-13,,Active,73000,Mekelle,Ethiopia
ACC0000383,C05731,Company,BNK002,Savings,ETB,2022-06-11,,Active,10029,Addis Ababa,Ethiopia
ACC0000384,P072451,Person,BNK018,Fixed Deposit,ETB,2024-04-08,,Active,41270,Hosaena,Ethiopia
ACC0000385,P065048,Person,BNK007,Fixed Deposit,ETB,2023-03-03,,Active,85467,Arba Minch,Ethiopia
ACC0000386,P019840,Person,BNK002,Fixed Deposit,ETB,2024-01-24,2025-07-10,Closed,66643,Addis Ababa,Ethiopia
ACC0000387,P077438,Person,BNK017,Current,CHF,2024-05-17,,Active,15882,Bahir Dar,Ethiopia
ACC0000388,P067179,Person,BNK010,Fixed Deposit,CHF,2022-01-03,,Active,11276,Dessie,Ethiopia
ACC0000389,P001706,Person,BNK017,Mobile Money,ETB,2024-02-03,,Active,22185,Addis Ababa,Ethiopia
ACC0000390,P002917,Person,BNK019,Current,ETB,2025-10-14,2025-12-20,Closed,19785,Addis Ababa,Ethiopia
ACC0000391,P050947,Person,BNK016,Mobile Money,ETB,2022-01-19,,Active,6624,Addis Ababa,Ethiopia
ACC0000392,C00684,Company,BNK016,Business,ETB,2022-07-14,,Closed,9659,Addis Ababa,Ethiopia
ACC0000393,P087316,Person,BNK014,Mobile Money,ETB,2024-05-27,,Active,6917,Dilla,Ethiopia
ACC0000394,P059153,Person,BNK002,Mobile Money,ETB,2024-03-24,,Closed,9371,Bishoftu,Ethiopia
ACC0000395,P033096,Person,BNK012,Business,ETB,2025-02-07,,Closed,3807,Addis Ababa,Ethiopia
ACC0000396,P014146,Person,BNK014,Mobile Money,ETB,2023-11-05,,Active,38479,Hawassa,Ethiopia
ACC0000397,P073170,Person,BNK005,Current,ETB,2023-09-01,,Active,30995,Addis Ababa,Ethiopia
ACC0000398,C02722,Company,BNK016,Mobile Money,ETB,2025-02-21,,Active,148307,Gondar,Ethiopia
ACC0000399,P070159,Person,BNK001,Business,ETB,2025-02-17,,Active,83262,Nekemte,Ethiopia
ACC0000400,P004303,Person,BNK017,Mobile Money,ETB,2022-09-13,,Active,59096,Addis Ababa,Ethiopia
ACC0000401,P028355,Person,BNK007,Business,ETB,2022-10-09,,Active,48409,Hosaena,Ethiopia
ACC0000402,P084062,Person,BNK009,Business,ETB,2025-08-18,,Active,117068,Addis Ababa,Ethiopia
ACC0000403,P071193,Person,BNK009,Savings,ETB,2022-05-23,,Active,657,Sodo,Ethiopia
ACC0000404,P049165,Person,BNK019,Current,ETB,2024-08-08,,Active,11272,Arba Minch,Ethiopia
ACC0000405,P009020,Person,BNK017,Mobile Money,ETB,2025-01-11,,Closed,48845,Addis Ababa,Ethiopia
ACC0000406,P044784,Person,BNK015,Mobile Money,ETB,2024-05-25,,Active,18092,Addis Ababa,Ethiopia
ACC0000407,P058137,Person,BNK014,Savings,ETB,2024-08-31,,Closed,38594,Dessie,Ethiopia
ACC0000408,P027676,Person,BNK007,Savings,ETB,2025-02-05,,Active,20829,Shashamane,Ethiopia
ACC0000409,P025023,Person,BNK001,Savings,ETB,2025-10-24,,Closed,2984,Shashamane,Ethiopia
ACC0000410,P046132,Person,BNK008,Savings,ETB,2024-03-30,,Active,34049,Gondar,Ethiopia
ACC0000411,P082208,Person,BNK011,Mobile Money,ETB,2022-05-13,,Closed,14422,Jimma,Ethiopia
ACC0000412,C00023,Company,BNK003,Fixed Deposit,AED,2025-06-18,,Active,16692,Mekelle,Ethiopia
ACC0000413,C01241,Company,BNK018,Current,ETB,2025-01-15,,Active,1199,Hawassa,Ethiopia
ACC0000414,P054165,Person,BNK012,Business,ETB,2025-05-20,2025-11-30,Closed,5808,Dessie,Ethiopia
ACC0000415,P033894,Person,BNK017,Savings,ETB,2023-12-09,,Active,21911,Addis Ababa,Ethiopia
ACC0000416,P086375,Person,BNK005,Savings,ETB,2024-11-12,,Active,40151,Bishoftu,Ethiopia
ACC0000417,P040910,Person,BNK020,Current,ETB,2023-08-20,,Dormant,17407,Adama,Ethiopia
ACC0000418,P053718,Person,BNK013,Current,ETB,2022-10-25,,Closed,58100,Dilla,Ethiopia
ACC0000419,P002758,Person,BNK013,Current,CHF,2024-12-29,,Dormant,70488,Addis Ababa,Ethiopia
ACC0000420,P059790,Person,BNK019,Current,ETB,2022-11-07,,Active,29416,Adama,Ethiopia
ACC0000421,P046439,Person,BNK002,Mobile Money,ETB,2022-10-02,,Closed,8149,Addis Ababa,Ethiopia
ACC0000422,P051949,Person,BNK004,Current,ETB,2022-08-16,,Active,4783,Nekemte,Ethiopia
ACC0000423,P039659,Person,BNK002,Fixed Deposit,GBP,2023-10-23,,Closed,15000,Bishoftu,Ethiopia
ACC0000424,P088877,Person,BNK017,Business,ETB,2022-02-28,,Active,39007,Addis Ababa,Ethiopia
ACC0000425,P024778,Person,BNK007,Mobile Money,ETB,2022-11-24,,Active,4543,Nekemte,Ethiopia
ACC0000426,P073075,Person,BNK013,Current,ETB,2022-06-01,,Active,7357,Addis Ababa,Ethiopia
ACC0000427,P090725,Person,BNK005,Fixed Deposit,ETB,2024-07-14,,Active,24696,Mekelle,Ethiopia
ACC0000428,P002496,Person,BNK001,Fixed Deposit,ETB,2023-01-13,,Closed,10831,Addis Ababa,Ethiopia
ACC0000429,P099736,Person,BNK004,Business,ETB,2025-09-29,,Active,19547,Nekemte,Ethiopia
ACC0000430,P097295,Person,BNK001,Savings,ETB,2024-08-19,,Active,11190,Addis Ababa,Ethiopia
ACC0000431,P063878,Person,BNK003,Mobile Money,ETB,2024-06-27,,Closed,84140,Arba Minch,Ethiopia
ACC0000432,C01025,Company,BNK015,Savings,ETB,2022-11-09,,Active,8248,Harar,Ethiopia
ACC0000433,P098397,Person,BNK014,Current,ETB,2023-02-21,,Active,2315,Addis Ababa,Ethiopia
ACC0000434,C05172,Company,BNK009,Savings,ETB,2022-06-29,,Dormant,5452,Hawassa,Ethiopia
ACC0000435,P098933,Person,BNK005,Savings,GBP,2023-11-07,,Active,19383,Mekelle,Ethiopia
ACC0000436,P020384,Person,BNK011,Current,ETB,2023-04-12,,Closed,17309,Debre Birhan,Ethiopia
ACC0000437,P033255,Person,BNK016,Fixed Deposit,ETB,2024-09-23,,Active,3783,Addis Ababa,Ethiopia
ACC0000438,P028819,Person,BNK012,Mobile Money,ETB,2022-09-19,,Active,22921,Jimma,Ethiopia
ACC0000439,P020980,Person,BNK003,Fixed Deposit,ETB,2022-07-13,,Active,14396,Shashamane,Ethiopia
ACC0000440,P016801,Person,BNK006,Savings,ETB,2023-09-19,,Dormant,3116,Addis Ababa,Ethiopia
ACC0000441,P031895,Person,BNK009,Mobile Money,ETB,2025-03-05,,Active,3360,Mekelle,Ethiopia
ACC0000442,P097602,Person,BNK002,Current,ETB,2024-05-08,,Frozen,35649,Dire Dawa,Ethiopia
ACC0000443,P077053,Person,BNK003,Fixed Deposit,ETB,2023-07-11,,Active,90378,Jimma,Ethiopia
ACC0000444,C07630,Company,BNK005,Fixed Deposit,ETB,2024-11-29,,Closed,16724,Addis Ababa,Ethiopia
ACC0000445,C03891,Company,BNK008,Mobile Money,ETB,2024-02-28,,Dormant,5533,Gondar,Ethiopia
ACC0000446,P055715,Person,BNK009,Current,ETB,2024-09-23,,Active,22436,Addis Ababa,Ethiopia
ACC0000447,P050794,Person,BNK007,Fixed Deposit,ETB,2023-05-24,,Closed,82329,Addis Ababa,Ethiopia
ACC0000448,P040221,Person,BNK002,Fixed Deposit,ETB,2023-02-09,,Active,3811,Adama,Ethiopia
ACC0000449,P022629,Person,BNK020,Business,AED,2025-04-20,,Closed,108753,Addis Ababa,Ethiopia
ACC0000450,P007582,Person,BNK013,Current,ETB,2025-03-22,,Dormant,19156,Hosaena,Ethiopia
ACC0000451,P003647,Person,BNK019,Savings,ETB,2022-10-22,,Active,11177,Gondar,Ethiopia
ACC0000452,P050964,Person,BNK005,Fixed Deposit,ETB,2022-06-14,,Dormant,32738,Addis Ababa,Ethiopia
ACC0000453,P084299,Person,BNK007,Savings,ETB,2022-09-30,,Active,31815,Addis Ababa,Ethiopia
ACC0000454,P016684,Person,BNK007,Business,ETB,2023-01-12,,Active,61362,Addis Ababa,Ethiopia
ACC0000455,C06070,Company,BNK020,Fixed Deposit,ETB,2025-06-12,,Active,40936,Harar,Ethiopia
ACC0000456,P019485,Person,BNK005,Savings,ETB,2025-06-12,,Active,24347,Mekelle,Ethiopia
ACC0000457,P081231,Person,BNK007,Business,ETB,2022-07-18,,Active,6191,Addis Ababa,Ethiopia
ACC0000458,P033137,Person,BNK009,Mobile Money,ETB,2023-06-10,,Active,7478,Jijiga,Ethiopia
ACC0000459,P054728,Person,BNK005,Fixed Deposit,ETB,2022-06-03,,Active,55074,Jijiga,Ethiopia
ACC0000460,P061674,Person,BNK017,Savings,ETB,2024-02-07,,Active,7754,Addis Ababa,Ethiopia
ACC0000461,P072880,Person,BNK013,Fixed Deposit,ETB,2023-11-15,,Closed,39675,Addis Ababa,Ethiopia
ACC0000462,P074465,Person,BNK006,Current,ETB,2024-05-06,,Active,10518,Addis Ababa,Ethiopia
ACC0000463,P089194,Person,BNK004,Savings,ETB,2022-07-15,,Closed,8471,Jimma,Ethiopia
ACC0000464,P001048,Person,BNK006,Savings,ETB,2022-04-06,2024-11-02,Closed,4889,Dire Dawa,Ethiopia
ACC0000465,C06181,Company,BNK015,Fixed Deposit,ETB,2023-10-26,,Active,22944,Jimma,Ethiopia
ACC0000466,C07395,Company,BNK015,Savings,ETB,2024-05-10,,Active,37420,Addis Ababa,Ethiopia
ACC0000467,C04862,Company,BNK006,Savings,ETB,2023-12-17,,Closed,23992,Mekelle,Ethiopia
ACC0000468,P031865,Person,BNK015,Business,ETB,2025-05-27,,Frozen,15317,Addis Ababa,Ethiopia
ACC0000469,P021463,Person,BNK013,Savings,ETB,2023-05-20,,Active,70961,Dilla,Ethiopia
ACC0000470,C00613,Company,BNK011,Current,ETB,2025-12-07,2026-01-01,Closed,11937,Sodo,Ethiopia
ACC0000471,P080226,Person,BNK018,Mobile Money,CHF,2025-07-18,,Active,53717,Addis Ababa,Ethiopia
ACC0000472,P045484,Person,BNK015,Current,ETB,2023-07-14,,Active,19115,Hawassa,Ethiopia
ACC0000473,P023473,Person,BNK007,Business,ETB,2023-09-28,2024-01-01,Closed,63306,Addis Ababa,Ethiopia
ACC0000474,P048158,Person,BNK006,Fixed Deposit,ETB,2022-03-28,,Active,14740,Dilla,Ethiopia
ACC0000475,C02694,Company,BNK009,Current,ETB,2023-09-07,,Active,20281,Addis Ababa,Ethiopia
ACC0000476,C09067,Company,BNK010,Business,ETB,2025-03-01,,Active,11978,Addis Ababa,Ethiopia
ACC0000477,C03719,Company,BNK004,Fixed Deposit,ETB,2024-03-26,,Active,7297,Adama,Ethiopia
ACC0000478,P048920,Person,BNK001,Business,ETB,2022-03-26,2025-11-05,Closed,4506,Gondar,Ethiopia
ACC0000479,P013430,Person,BNK013,Fixed Deposit,ETB,2022-03-19,,Active,13563,Addis Ababa,Ethiopia
ACC0000480,P067281,Person,BNK012,Current,ETB,2022-07-26,,Active,19280,Addis Ababa,Ethiopia
ACC0000481,P079634,Person,BNK020,Savings,ETB,2025-09-03,2025-11-01,Closed,15304,Dire Dawa,Ethiopia
ACC0000482,P024002,Person,BNK017,Business,ETB,2023-01-06,,Closed,8261,Dire Dawa,Ethiopia
ACC0000483,P042893,Person,BNK018,Business,ETB,2022-03-20,2023-09-03,Closed,6114,Addis Ababa,Ethiopia
ACC0000484,P047664,Person,BNK010,Fixed Deposit,ETB,2023-08-17,,Frozen,7525,Addis Ababa,Ethiopia
ACC0000485,P065858,Person,BNK003,Current,ETB,2025-08-21,,Closed,16058,Adama,Ethiopia
ACC0000486,C02246,Company,BNK017,Fixed Deposit,ETB,2023-06-22,2024-04-04,Closed,5056,Dire Dawa,Ethiopia
ACC0000487,P081353,Person,BNK008,Savings,ETB,2023-01-01,,Closed,4707,Gondar,Ethiopia
ACC0000488,C04653,Company,BNK001,Savings,ETB,2025-10-24,,Closed,15454,Hawassa,Ethiopia
