invoice_id,issuer_id,issuer_type,recipient_id,recipient_type,issue_date,due_date,amount,currency,service_type,status
INV0000276,P088235,Person,P004887,Person,2022-12-30,2023-03-19,500,ETB,Consulting,Cancelled
INV0000277,P033490,Person,P072981,Person,2023-09-15,2023-10-10,317887,ETB,Consulting,Paid
INV0000278,P021595,Person,P056029,Person,2024-10-08,2024-12-27,5443,ETB,Subscription,Pending
INV0000279,P043428,Person,C09969,Company,2023-09-07,2023-11-20,15154,ETB,Maintenance,Cancelled
INV0000280,P055790,Person,P032552,Person,2025-06-15,2025-07-21,1432,GBP,Equipment Supply,Paid
INV0000281,P027577,Person,P045200,Person,2024-07-18,2024-09-14,1264,ETB,Subscription,Overdue
INV0000282,P027475,Person,P014765,Person,2025-12-09,2026-01-10,14679,ETB,Consulting,Paid
INV0000283,P053786,Person,C06099,Company,2022-10-31,2022-11-28,271417,AED,Professional Services,Paid
INV0000284,P082001,Person,P045263,Person,2025-11-06,2025-12-01,23809,ETB,Subscription,Paid
INV0000285,P082089,Person,P010770,Person,2022-08-14,2022-10-13,23125,ETB,Logistics,Paid
INV0000286,P075609,Person,P002236,Person,2024-10-04,2024-12-23,123103,ETB,Equipment Supply,Pending
INV0000287,C09600,Company,P085400,Person,2025-06-12,2025-07-19,13537,ETB,Import Duty,Paid
INV0000288,P047177,Person,P068031,Person,2025-03-13,2025-05-24,12833,AED,Subscription,Cancelled
INV0000289,P014981,Person,P062857,Person,2022-10-29,2022-11-18,18990,ETB,Training,Pending
INV0000290,P096612,Person,P042192,Person,2022-05-28,2022-08-09,886662,USD,Maintenance,Paid
INV0000291,P033145,Person,P004397,Person,2022-10-23,2022-12-07,2256,ETB,Professional Services,Overdue
INV0000292,P018992,Person,P073763,Person,2024-06-16,2024-07-13,16679,USD,Import Duty,Overdue
INV0000293,C03664,Company,P051601,Person,2022-05-21,2022-06-19,36058,ETB,Consulting,Pending
INV0000294,P095154,Person,P083875,Person,2022-12-22,2023-02-21,5993,ETB,Training,Paid
INV0000295,P043102,Person,P016656,Person,2022-12-25,2023-03-23,167148,GBP,Import Duty,Paid
INV0000296,P004010,Person,P090039,Person,2022-09-28,2022-10-13,11053,ETB,Professional Services,Paid
INV0000297,P064888,Person,P001093,Person,2024-07-21,2024-09-24,52541,ETB,Consulting,Paid
INV0000298,P000189,Person,P015666,Person,2025-07-24,2025-08-11,10265,ETB,Export Fee,Paid
INV0000299,P065174,Person,P034596,Person,2025-04-24,2025-07-09,26255,ETB,Equipment Supply,Pending
INV0000300,P050003,Person,P089171,Person,2025-10-09,2025-11-06,276112,ETB,Training,Overdue
INV0000301,P078152,Person,C03176,Company,2023-10-29,2024-01-09,194001,ETB,Logistics,Paid
INV0000302,P025521,Person,P070003,Person,2022-10-26,2022-12-27,22219,ETB,Software Development,Paid
INV0000303,P013142,Person,C03638,Company,2022-12-02,2023-01-24,284849,ETB,Professional Services,Pending
INV0000304,P073269,Person,P000590,Person,2024-02-29,2024-04-14,8489,ETB,Professional Services,Paid
INV0000305,P056593,Person,P028667,Person,2025-07-16,2025-08-15,3534,GBP,Professional Services,Pending
INV0000306,P084314,Person,P046661,Person,2022-10-09,2022-12-16,72374,ETB,Export Fee,Pending
INV0000307,P085682,Person,P099541,Person,2023-03-23,2023-05-31,22598,ETB,Equipment Supply,Paid
INV0000308,P012420,Person,P091234,Person,2023-11-23,2023-12-13,9093,GBP,Export Fee,Cancelled
INV0000309,P063114,Person,P069666,Person,2024-04-26,2024-06-29,10395,ETB,Professional Services,Cancelled
INV0000310,P072336,Person,P026595,Person,2022-09-10,2022-11-10,21375,USD,Software Development,Paid
INV0000311,P006081,Person,P010677,Person,2023-05-13,2023-05-31,1075307,GBP,Training,Paid
INV0000312,P013542,Person,P004550,Person,2022-04-03,2022-05-08,101498,ETB,Professional Services,Paid
INV0000313,P000305,Person,P096273,Person,2025-05-02,2025-07-04,162998,ETB,Logistics,Paid
INV0000314,P045400,Person,P031234,Person,2025-12-26,2026-02-16,7880,ETB,Equipment Supply,Paid
INV0000315,P088051,Person,P002059,Person,2022-09-11,2022-09-26,12549,ETB,Export Fee,Paid
INV0000316,P046954,Person,P080948,Person,2024-12-31,2025-02-25,146395,GBP,Training,Pending
INV0000317,P085375,Person,P070698,Person,2024-03-25,2024-06-13,422801,ETB,Software Development,Cancelled
INV0000318,P065495,Person,P047932,Person,2024-11-18,2025-01-22,241088,ETB,Logistics,Paid
INV0000319,P092066,Person,P061209,Person,2022-06-12,2022-07-06,62578,ETB,Subscription,Overdue
INV0000320,P053950,Person,P002097,Person,2024-04-01,2024-06-16,187733,ETB,Export Fee,Paid
INV0000321,P092171,Person,P024718,Person,2025-06-22,2025-07-02,32398,ETB,Consulting,Paid
INV0000322,P061939,Person,P015379,Person,2024-01-14,2024-04-08,256730,ETB,Subscription,Paid
INV0000323,P008541,Person,P060542,Person,2023-06-21,2023-09-12,14872,USD,Equipment Supply,Overdue
INV0000324,P017195,Person,P019283,Person,2023-06-12,2023-07-22,38396,GBP,Professional Services,Paid
INV0000325,P014098,Person,P064529,Person,2022-02-03,2022-02-22,20389,USD,Export Fee,Overdue
INV0000326,P014810,Person,P064214,Person,2022-01-16,2022-03-25,8905,ETB,Equipment Supply,Overdue
INV0000327,P014822,Person,P026765,Person,2022-05-05,2022-07-01,2486,ETB,Software Development,Paid
INV0000328,P016363,Person,P089998,Person,2022-07-09,2022-08-21,3257,EUR,Export Fee,Paid
INV0000329,P060466,Person,P073561,Person,2025-07-30,2025-10-18,64069,USD,Subscription,Paid
INV0000330,P072278,Person,P059471,Person,2023-12-04,2024-01-24,84276,ETB,Professional Services,Pending
INV0000331,P003378,Person,P064827,Person,2025-02-17,2025-04-26,9913,EUR,Professional Services,Paid
INV0000332,P065317,Person,P008212,Person,2024-04-14,2024-06-25,111667,USD,Professional Services,Paid
INV0000333,P059260,Person,P011791,Person,2023-06-28,2023-08-01,225041,GBP,Maintenance,Paid
INV0000334,C02845,Company,C09801,Company,2022-01-13,2022-04-09,17830,USD,Equipment Supply,Paid
INV0000335,P094639,Person,P020234,Person,2022-07-31,2022-08-11,35469,ETB,Consulting,Paid
INV0000336,P056170,Person,P092391,Person,2022-02-08,2022-04-01,33041,ETB,Consulting,Paid
INV0000337,P015598,Person,P066927,Person,2024-06-12,2024-07-30,12139,ETB,Professional Services,Paid
INV0000338,P047536,Person,P082903,Person,2023-05-26,2023-06-05,31030,ETB,Import Duty,Paid
INV0000339,P056171,Person,P087417,Person,2022-01-31,2022-02-27,2975,ETB,Software Development,Pending
INV0000340,P081903,Person,P093318,Person,2023-04-08,2023-06-27,5572,ETB,Import Duty,Paid
INV0000341,P046007,Person,P008105,Person,2024-08-29,2024-11-06,390790,USD,Professional Services,Paid
INV0000342,P034873,Person,P038388,Person,2022-12-27,2023-03-26,6381,ETB,Import Duty,Paid
INV0000343,P018169,Person,P072880,Person,2025-02-04,2025-04-27,39858,USD,Import Duty,Paid
INV0000344,P088382,Person,P061936,Person,2025-06-26,2025-07-22,25086,ETB,Consulting,Paid
INV0000345,P044824,Person,P059685,Person,2023-11-25,2024-01-10,6115,ETB,Consulting,Pending
INV0000346,P027871,Person,P078795,Person,2023-07-11,2023-08-07,37704,ETB,Import Duty,Paid
INV0000347,P003070,Person,P068541,Person,2022-07-06,2022-07-23,10276,EUR,Equipment Supply,Paid
INV0000348,P039778,Person,P030466,Person,2025-10-16,2025-12-27,23177,ETB,Import Duty,Paid
INV0000349,P070532,Person,P002272,Person,2024-06-09,2024-07-07,147691,ETB,Professional Services,Pending
INV0000350,P047530,Person,C09948,Company,2025-10-08,2025-10-26,28323,USD,Software Development,Paid
INV0000351,P006051,Person,P031225,Person,2022-10-28,2022-11-27,35940,ETB,Maintenance,Paid
INV0000352,P085135,Person,P059301,Person,2025-05-04,2025-07-05,14570,ETB,Subscription,Paid
INV0000353,P070841,Person,P040630,Person,2022-10-22,2023-01-14,10738,ETB,Professional Services,Pending
INV0000354,P011613,Person,P090250,Person,2023-12-07,2024-02-09,5006,GBP,Import Duty,Overdue
INV0000355,P051828,Person,P003237,Person,2024-03-23,2024-06-16,81556,ETB,Software Development,Paid
INV0000356,P067651,Person,P005194,Person,2022-10-14,2022-11-28,9973,ETB,Import Duty,Paid
INV0000357,C06943,Company,P057746,Person,2023-11-20,2024-01-19,44711,EUR,Logistics,Paid
INV0000358,P083724,Person,P004139,Person,2024-07-03,2024-09-07,16067,CHF,Import Duty,Paid
INV0000359,P086542,Person,P043033,Person,2024-03-28,2024-05-21,7201,ETB,Import Duty,Cancelled
INV0000360,P080418,Person,P003450,Person,2024-05-26,2024-06-07,532526,ETB,Import Duty,Paid
INV0000361,P032082,Person,P028998,Person,2022-01-07,2022-01-18,82043,ETB,Logistics,Pending
INV0000362,P072735,Person,P054977,Person,2022-05-24,2022-08-19,41286,ETB,Logistics,Overdue
INV0000363,P070348,Person,P021774,Person,2024-12-03,2024-12-12,100045,ETB,Training,Paid
INV0000364,C03484,Company,P072741,Person,2022-06-08,2022-06-20,23253,ETB,Export Fee,Pending
INV0000365,P087249,Person,P074407,Person,2022-02-25,2022-04-16,14871,ETB,Export Fee,Paid
INV0000366,P035934,Person,P041436,Person,2025-01-20,2025-03-05,11498,ETB,Import Duty,Paid
INV0000367,P080039,Person,C09205,Company,2024-01-01,2024-02-21,21795,EUR,Professional Services,Paid
INV0000368,P080601,Person,P024440,Person,2025-11-27,2026-01-10,62798,ETB,Maintenance,Overdue
INV0000369,P075696,Person,P027637,Person,2022-08-10,2022-09-08,25776,EUR,Import Duty,Pending
INV0000370,P026441,Person,P071562,Person,2024-01-23,2024-03-22,28281,EUR,Software Development,Paid
INV0000371,P024061,Person,P045526,Person,2023-04-02,2023-04-18,198676,ETB,Consulting,Paid
INV0000372,P018722,Person,P070205,Person,2025-03-20,2025-06-13,4288,ETB,Software Development,Paid
INV0000373,P011420,Person,C01354,Company,2025-07-12,2025-08-09,7580,USD,Training,Paid
INV0000374,P017990,Person,P057912,Person,2024-01-04,2024-01-14,5280,ETB,Import Duty,Paid
INV0000375,P039407,Person,P061794,Person,2023-03-10,2023-05-12,63943,ETB,Export Fee,Paid
INV0000376,P034187,Person,P070893,Person,2024-06-04,2024-07-02,44301,ETB,Equipment Supply,Pending
INV0000377,P014619,Person,P054874,Person,2025-01-28,2025-02-11,22623,GBP,Training,Overdue
INV0000378,P010966,Person,P066285,Person,2024-03-24,2024-05-13,591222,ETB,Professional Services,Paid
INV0000379,P080993,Person,P008485,Person,2025-04-07,2025-06-21,120460,CHF,Subscription,Pending
INV0000380,P061393,Person,P058750,Person,2023-07-14,2023-08-01,12269,ETB,Maintenance,Pending
INV0000381,P093744,Person,P002044,Person,2025-01-19,2025-04-08,5355,EUR,Equipment Supply,Pending
INV0000382,P046554,Person,P051138,Person,2022-12-07,2023-01-13,2936,ETB,Training,Paid
INV0000383,P040700,Person,P021952,Person,2022-04-23,2022-06-16,93750,ETB,Equipment Supply,Paid
INV0000384,P075891,Person,P084311,Person,2024-02-27,2024-03-16,87286,ETB,Import Duty,Pending
INV0000385,P038828,Person,P021099,Person,2024-03-17,2024-03-30,49952,ETB,Training,Paid
INV0000386,P046402,Person,C07899,Company,2025-11-15,2025-12-11,2168,ETB,Maintenance,Cancelled
INV0000387,P047528,Person,P036490,Person,2024-04-21,2024-06-19,7439,ETB,Training,Pending
INV0000388,P036193,Person,P093418,Person,2025-03-03,2025-04-08,12285,USD,Software Development,Pending
INV0000389,P069357,Person,P045029,Person,2022-01-19,2022-03-04,24001,ETB,Subscription,Paid
INV0000390,P073849,Person,P008727,Person,2022-11-21,2023-01-09,15989,ETB,Professional Services,Paid
INV0000391,C01550,Company,P038258,Person,2023-10-12,2023-10-31,109614,ETB,Maintenance,Paid
INV0000392,P041483,Person,P050103,Person,2022-11-23,2022-12-30,1182,USD,Logistics,Paid
INV0000393,P043934,Person,P010899,Person,2022-02-12,2022-03-03,21616,AED,Training,Paid
INV0000394,P060376,Person,P074863,Person,2025-06-17,2025-07-09,33136,ETB,Training,Paid
INV0000395,P048561,Person,P096214,Person,2022-09-18,2022-11-14,22045,ETB,Equipment Supply,Paid
INV0000396,P078950,Person,P039342,Person,2022-08-21,2022-10-16,31996,AED,Import Duty,Paid
INV0000397,C02581,Company,P037459,Person,2023-07-19,2023-08-01,11196,ETB,Software Development,Paid
INV0000398,P083273,Person,P002998,Person,2023-10-09,2023-10-26,94665,USD,Import Duty,Paid
INV0000399,P097671,Person,P084305,Person,2022-01-16,2022-03-06,154031,ETB,Equipment Supply,Paid
INV0000400,P061608,Person,P055017,Person,2023-05-08,2023-05-27,43182,ETB,Training,Paid
INV0000401,P089439,Person,P048083,Person,2023-03-10,2023-04-15,694,ETB,Import Duty,Pending
INV0000402,P064378,Person,P024408,Person,2025-02-20,2025-03-12,46951,ETB,Software Development,Paid
INV0000403,P016969,Person,P072941,Person,2024-11-01,2024-12-14,25243,ETB,Logistics,Overdue
INV0000404,P062149,Person,P030483,Person,2023-05-07,2023-05-21,39084,ETB,Subscription,Paid
INV0000405,P048881,Person,P096756,Person,2023-12-03,2024-02-04,177750,ETB,Import Duty,Pending
INV0000406,P040447,Person,P070535,Person,2022-11-17,2023-02-02,81619,CHF,Subscription,Paid
INV0000407,P066166,Person,P093747,Person,2023-07-16,2023-07-28,10590,AED,Logistics,Overdue
INV0000408,P027926,Person,C00868,Company,2023-05-13,2023-07-22,18369,ETB,Subscription,Overdue
INV0000409,P083680,Person,P072684,Person,2025-10-25,2026-01-09,94305,ETB,Maintenance,Paid
INV0000410,P054585,Person,P066885,Person,2022-04-11,2022-06-28,2310,ETB,Equipment Supply,Paid
INV0000411,P008053,Person,P006764,Person,2025-08-23,2025-10-12,12147,ETB,Logistics,Paid
INV0000412,P091326,Person,P010971,Person,2025-10-03,2025-11-01,4688,ETB,Consulting,Paid
INV0000413,P094587,Person,P018694,Person,2025-02-12,2025-03-12,615447,ETB,Software Development,Paid
INV0000414,P091256,Person,P036400,Person,2025-01-08,2025-03-31,79293,ETB,Import Duty,Paid
INV0000415,P098363,Person,P067477,Person,2023-04-28,2023-07-06,11589,ETB,Maintenance,Paid
INV0000416,P091262,Person,P043986,Person,2023-01-13,2023-04-05,2336,ETB,Logistics,Paid
INV0000417,P063018,Person,P092842,Person,2024-05-18,2024-07-06,8175,ETB,Software Development,Paid
INV0000418,P060055,Person,P024786,Person,2022-05-24,2022-06-02,29769,ETB,Import Duty,Paid
INV0000419,P040884,Person,P088837,Person,2025-10-23,2025-11-28,92677,ETB,Equipment Supply,Paid
INV0000420,P057816,Person,P073911,Person,2025-06-05,2025-07-02,4110,ETB,Logistics,Paid
INV0000421,P044347,Person,P003644,Person,2022-01-24,2022-04-22,8314,USD,Equipment Supply,Paid
INV0000422,P083500,Person,C05071,Company,2024-11-28,2024-12-17,1469,USD,Maintenance,Pending
INV0000423,P057651,Person,P043930,Person,2024-07-12,2024-09-30,29158,ETB,Professional Services,Pending
INV0000424,P068874,Person,P046189,Person,2024-11-04,2025-01-13,9967,ETB,Software Development,Cancelled
INV0000425,P012647,Person,P065909,Person,2023-11-30,2023-12-22,16302,ETB,Import Duty,Paid
INV0000426,P067226,Person,P038591,Person,2023-01-31,2023-04-06,25295,ETB,Software Development,Paid
INV0000427,P036717,Person,P047266,Person,2024-03-18,2024-05-16,16832,ETB,Maintenance,Paid
INV0000428,P023885,Person,P051091,Person,2024-11-03,2025-01-07,1921,ETB,Consulting,Paid
INV0000429,P023509,Person,P083136,Person,2023-07-09,2023-09-01,500,ETB,Logistics,Paid
INV0000430,P032351,Person,P068957,Person,2024-06-10,2024-07-09,13808,GBP,Equipment Supply,Paid
INV0000431,P053400,Person,P019847,Person,2025-03-10,2025-05-13,6715,ETB,Professional Services,Paid
INV0000432,P036321,Person,P072505,Person,2025-12-04,2026-02-22,6228,CHF,Professional Services,Paid
INV0000433,P020615,Person,P037443,Person,2024-08-03,2024-10-12,8288,ETB,Professional Services,Paid
INV0000434,P000536,Person,P071937,Person,2022-10-06,2022-10-26,34411,EUR,Training,Paid
INV0000435,C07063,Company,P011530,Person,2024-01-04,2024-03-14,5690,EUR,Logistics,Overdue
INV0000436,P067483,Person,P041664,Person,2023-05-03,2023-07-24,19926,ETB,Export Fee,Paid
INV0000437,P042415,Person,P041215,Person,2022-04-17,2022-05-23,17216,GBP,Professional Services,Paid
INV0000438,P062158,Person,P089036,Person,2025-07-11,2025-09-22,3819,ETB,Consulting,Paid
INV0000439,P058565,Person,P022844,Person,2025-10-17,2025-12-27,12721,ETB,Professional Services,Cancelled
INV0000440,P080265,Person,P026913,Person,2024-02-12,2024-03-25,8837,USD,Professional Services,Paid
INV0000441,P026380,Person,P021927,Person,2022-06-27,2022-09-13,3964,ETB,Training,Paid
INV0000442,P086450,Person,P035844,Person,2025-04-29,2025-07-04,23129,EUR,Subscription,Paid
INV0000443,P072992,Person,C01817,Company,2025-03-21,2025-05-10,500,ETB,Import Duty,Paid
INV0000444,P080431,Person,P066263,Person,2022-07-14,2022-08-25,20056,GBP,Equipment Supply,Paid
INV0000445,P056748,Person,P068500,Person,2025-12-11,2026-01-14,15969,ETB,Logistics,Overdue
INV0000446,P041448,Person,P067927,Person,2024-08-19,2024-11-02,6635,ETB,Training,Pending
INV0000447,P038459,Person,P005411,Person,2024-03-18,2024-05-13,3162,ETB,Equipment Supply,Paid
INV0000448,P036887,Person,P063359,Person,2025-12-15,2026-03-08,1680,ETB,Professional Services,Paid
INV0000449,C03210,Company,C05915,Company,2022-08-19,2022-09-14,15082,ETB,Training,Cancelled
INV0000450,P059088,Person,P094865,Person,2024-02-19,2024-03-31,184716,ETB,Consulting,Paid
INV0000451,C05396,Company,C08519,Company,2022-02-07,2022-02-28,45821,AED,Software Development,Paid
INV0000452,P095987,Person,P081030,Person,2024-08-23,2024-09-28,281239,EUR,Consulting,Overdue
INV0000453,P089452,Person,P027794,Person,2025-01-03,2025-02-27,29130,AED,Logistics,Overdue
INV0000454,P083066,Person,P051033,Person,2022-06-09,2022-09-02,1483,ETB,Maintenance,Paid
INV0000455,P062081,Person,P032990,Person,2022-12-26,2023-01-10,62672,ETB,Training,Paid
INV0000456,P068922,Person,P054990,Person,2022-08-06,2022-09-01,18908,ETB,Professional Services,Paid
INV0000457,P001337,Person,P093297,Person,2023-10-31,2024-01-15,4349,ETB,Software Development,Paid
INV0000458,P062526,Person,P042655,Person,2022-06-12,2022-07-07,11946,ETB,Import Duty,Overdue
INV0000459,P070762,Person,P058462,Person,2024-01-17,2024-02-23,2627,ETB,Subscription,Paid
INV0000460,P093140,Person,P085652,Person,2023-03-13,2023-05-11,18015,ETB,Training,Paid
INV0000461,P078858,Person,P004895,Person,2023-11-29,2024-02-11,2837,ETB,Export Fee,Paid
INV0000462,P087148,Person,P025009,Person,2024-04-27,2024-07-13,788,ETB,Equipment Supply,Paid
INV0000463,C00196,Company,P089718,Person,2024-09-27,2024-12-07,10766,ETB,Consulting,Paid
INV0000464,C03752,Company,P029482,Person,2025-09-10,2025-10-21,16575,USD,Subscription,Paid
INV0000465,P055575,Person,P035625,Person,2024-10-02,2024-12-03,19431,ETB,Export Fee,Overdue
INV0000466,P002306,Person,P043440,Person,2023-05-02,2023-07-04,15276,EUR,Equipment Supply,Cancelled
INV0000467,P035018,Person,P022485,Person,2024-02-09,2024-05-07,9352,ETB,Export Fee,Overdue
INV0000468,P097486,Person,P083315,Person,2024-04-20,2024-06-12,18366,ETB,Consulting,Paid
INV0000469,P049231,Person,P028164,Person,2023-11-11,2023-12-22,75347,ETB,Training,Paid
INV0000470,P089586,Person,P072390,Person,2023-11-05,2024-01-09,11559,ETB,Training,Pending
INV0000471,P015519,Person,P056909,Person,2024-07-14,2024-08-06,107742,ETB,Export Fee,Overdue
INV0000472,P039995,Person,P049676,Person,2024-06-02,2024-06-14,89800,ETB,Training,Paid
INV0000473,C07221,Company,P014501,Person,2022-06-24,2022-07-11,30807,ETB,Import Duty,Paid
INV0000474,P064967,Person,P045803,Person,2025-09-10,2025-09-17,3750,ETB,Logistics,Paid
INV0000475,P070489,Person,P050779,Person,2023-11-19,2023-12-05,12013,ETB,Training,Cancelled
INV0000476,C05462,Company,P019413,Person,2022-07-15,2022-08-24,1491,EUR,Import Duty,Paid
INV0000477,P082204,Person,P041779,Person,2024-05-13,2024-05-29,223395,ETB,Import Duty,Paid
INV0000478,C06807,Company,P036515,Person,2024-08-21,2024-09-06,3551,ETB,Software Development,Paid
INV0000479,P096309,Person,P090566,Person,2022-07-19,2022-10-16,154150,ETB,Equipment Supply,Paid
INV0000480,P053126,Person,C05162,Company,2024-10-02,2024-11-11,5500,ETB,Import Duty,Cancelled
INV0000481,P059533,Person,P078144,Person,2024-07-11,2024-08-14,30701,ETB,Subscription,Cancelled
INV0000482,P083139,Person,P023544,Person,2024-12-21,2025-01-26,20802,GBP,Equipment Supply,Pending
INV0000483,P047060,Person,P021638,Person,2022-10-23,2022-11-05,1054759,USD,Subscription,Paid
INV0000484,P032454,Person,P067848,Person,2025-03-14,2025-05-28,5911,ETB,Import Duty,Paid
INV0000485,P066289,Person,P009695,Person,2025-06-01,2025-08-26,12031,USD,Consulting,Paid
INV0000486,P071217,Person,C01856,Company,2025-09-01,2025-09-14,6630,ETB,Consulting,Paid
INV0000487,P095596,Person,P010631,Person,2023-04-30,2023-06-09,7003,ETB,Professional Services,Overdue
INV0000488,P003417,Person,P082055,Person,2022-11-24,2023-02-17,946,CHF,Logistics,Pending
INV0000489,P094725,Person,P044611,Person,2024-12-04,2025-03-03,45653,ETB,Consulting,Overdue
INV0000490,P078320,Person,P065013,Person,2024-02-12,2024-02-22,16906,ETB,Maintenance,Paid
INV0000491,P045039,Person,P018863,Person,2022-12-18,2023-02-09,1602,ETB,Export Fee,Paid
INV0000492,P096900,Person,P070058,Person,2022-01-02,2022-01-28,163745,ETB,Subscription,Paid
INV0000493,P013418,Person,P051974,Person,2022-05-03,2022-05-10,9276,ETB,Import Duty,Paid
INV0000494,P078806,Person,P095202,Person,2023-07-01,2023-07-15,31697,EUR,Software Development,Pending
INV0000495,P031519,Person,P054093,Person,2022-01-10,2022-02-28,257001,ETB,Export Fee,Paid
INV0000496,P002737,Person,P005038,Person,2023-11-10,2023-11-18,14074,ETB,Software Development,Paid
INV0000497,P015567,Person,P066437,Person,2024-04-24,2024-06-25,10666,ETB,Professional Services,Paid
INV0000498,P021565,Person,P058670,Person,2024-11-04,2024-11-12,405430,ETB,Maintenance,Paid
INV0000499,P043109,Person,P012613,Person,2023-04-09,2023-06-10,8271,ETB,Equipment Supply,Paid
INV0000500,P076996,Person,P060116,Person,2025-07-26,2025-09-29,12181,USD,Maintenance,Paid
INV0000501,P089226,Person,P008473,Person,2025-09-24,2025-12-04,496685,GBP,Export Fee,Paid
INV0000502,C08811,Company,P084821,Person,2023-06-03,2023-08-21,2014,EUR,Software Development,Pending
INV0000503,P009255,Person,P086063,Person,2024-01-21,2024-03-31,4710,ETB,Software Development,Paid
INV0000504,C02454,Company,P023456,Person,2023-10-14,2023-12-12,234995,USD,Logistics,Overdue
INV0000505,P060694,Person,C01495,Company,2024-01-09,2024-02-06,37858,ETB,Professional Services,Paid
INV0000506,P015992,Person,P097457,Person,2024-10-18,2024-10-28,94597,ETB,Training,Paid
INV0000507,P089002,Person,C03022,Company,2023-12-23,2024-03-20,30899,ETB,Training,Cancelled
INV0000508,C04146,Company,P001732,Person,2022-12-17,2022-12-25,19984,ETB,Equipment Supply,Paid
INV0000509,P050234,Person,P056943,Person,2025-10-10,2025-12-21,2985,CHF,Logistics,Cancelled
INV0000510,P031568,Person,P001282,Person,2024-05-04,2024-07-23,74910,AED,Maintenance,Paid
INV0000511,P021362,Person,P091807,Person,2025-08-31,2025-10-24,22287,ETB,Software Development,Pending
INV0000512,P038094,Person,P057273,Person,2022-12-12,2023-02-08,366731,ETB,Export Fee,Overdue
INV0000513,P041722,Person,P004451,Person,2025-10-11,2025-12-30,52807,ETB,Export Fee,Paid
INV0000514,P087146,Person,C03587,Company,2022-01-08,2022-01-19,35788,ETB,Training,Paid
INV0000515,C00282,Company,P060134,Person,2022-11-16,2023-01-24,5272,EUR,Import Duty,Paid
INV0000516,P016004,Person,P015183,Person,2025-09-03,2025-09-20,10260,ETB,Export Fee,Paid
INV0000517,P008111,Person,P095887,Person,2022-07-03,2022-07-16,23965,ETB,Maintenance,Paid
INV0000518,C09107,Company,P097262,Person,2022-07-01,2022-08-25,37044,AED,Equipment Supply,Pending
INV0000519,P001518,Person,P025096,Person,2025-03-24,2025-05-03,85709,ETB,Training,Pending
INV0000520,P006642,Person,P003225,Person,2024-04-14,2024-07-04,942,ETB,Equipment Supply,Paid
INV0000521,P054624,Person,C09967,Company,2025-02-02,2025-04-15,5506,EUR,Training,Paid
INV0000522,P036741,Person,P048652,Person,2024-07-12,2024-09-13,3543,USD,Import Duty,Paid
INV0000523,P055150,Person,P018360,Person,2025-01-01,2025-03-26,21954,ETB,Logistics,Paid
INV0000524,P051059,Person,P098518,Person,2023-04-12,2023-07-02,4118,ETB,Software Development,Overdue
INV0000525,P014447,Person,P073454,Person,2023-02-20,2023-05-09,5169,ETB,Equipment Supply,Paid
INV0000526,P096209,Person,P093877,Person,2024-05-08,2024-08-05,14414,ETB,Export Fee,Overdue
INV0000527,P097176,Person,P009063,Person,2022-05-30,2022-08-17,3987,ETB,Software Development,Paid
INV0000528,P030422,Person,P028858,Person,2024-04-27,2024-06-25,32292,ETB,Maintenance,Paid
INV0000529,P006344,Person,P083749,Person,2023-10-29,2023-11-25,90489,ETB,Professional Services,Paid
INV0000530,P067344,Person,P059573,Person,2023-04-25,2023-05-24,48958,ETB,Maintenance,Paid
INV0000531,P051076,Person,P066467,Person,2022-02-06,2022-04-21,35224,ETB,Export Fee,Cancelled
INV0000532,P080635,Person,C02934,Company,2022-10-01,2022-11-19,5352,ETB,Equipment Supply,Paid
INV0000533,P017333,Person,P096881,Person,2024-01-18,2024-02-22,4085,ETB,Professional Services,Paid
INV0000534,P053780,Person,P067954,Person,2023-10-05,2023-11-22,33395,ETB,Consulting,Paid
INV0000535,P074822,Person,P044137,Person,2022-10-26,2022-12-05,46999,CHF,Import Duty,Pending
INV0000536,P071684,Person,P083707,Person,2023-10-04,2023-11-27,9097,ETB,Consulting,Overdue
INV0000537,P064341,Person,P099627,Person,2024-11-16,2024-12-09,547940,ETB,Export Fee,Paid
INV0000538,P056780,Person,P007014,Person,2022-09-26,2022-11-26,73990,ETB,Software Development,Paid
INV0000539,P066484,Person,P082718,Person,2023-05-04,2023-07-12,115717,ETB,Equipment Supply,Paid
INV0000540,P034886,Person,C06320,Company,2023-03-27,2023-06-01,7504,GBP,Import Duty,Paid
INV0000541,P086212,Person,P021978,Person,2024-11-08,2024-12-05,78870,EUR,Export Fee,Cancelled
INV0000542,P027667,Person,P025393,Person,2023-10-16,2024-01-13,273156,USD,Equipment Supply,Paid
INV0000543,P012447,Person,P049648,Person,2025-07-30,2025-10-07,5540,GBP,Subscription,Overdue
INV0000544,P043755,Person,P077997,Person,2023-03-02,2023-05-17,26283,ETB,Maintenance,Overdue
INV0000545,P036859,Person,P010113,Person,2022-06-06,2022-08-05,21827,ETB,Import Duty,Paid
INV0000546,P055281,Person,P096339,Person,2024-09-30,2024-10-15,6137,ETB,Subscription,Pending
INV0000547,P077528,Person,P071149,Person,2022-12-28,2023-03-09,28024,ETB,Training,Paid
INV0000548,P061372,Person,P027660,Person,2022-06-02,2022-07-20,4188,ETB,Software Development,Paid
INV0000549,P063758,Person,P053979,Person,2022-10-03,2022-10-31,27769,ETB,Software Development,Paid
INV0000550,P031480,Person,P016215,Person,2024-10-13,2024-10-31,10252,ETB,Software Development,Paid
