relationship_id,source_type,source_id,relationship_type,target_type,target_id,start_time,end_time,confidence
REL0000256,Person,P007739,shared_device,Person,P043355,2024-03-10T02:18:58.556583,,0.6978
REL0000257,Account,ACC0053340,counterpart,Account,ACC0081093,2024-01-04T19:46:29.363910,,0.7484
REL0000258,Person,P053619,supplier_customer,Person,P042487,2022-04-21T22:51:11.496772,,0.8361
REL0000259,Account,ACC0091396,family,Person,P050228,2025-03-19T23:19:57.919347,,0.7933
REL0000260,Account,ACC0079583,supplier_customer,Account,ACC0027405,2023-02-01T14:43:47.780433,,0.3889
REL0000261,Person,P052907,employer_employee,Account,ACC0041584,2025-01-25T14:19:22.828612,,0.8406
REL0000262,Person,P043201,business_partner,Person,P027736,2024-04-12T04:00:04.014191,,0.4508
REL0000263,Account,ACC0108875,shared_address,Person,P093736,2023-03-07T18:45:39.966120,,0.7168
REL0000264,Account,ACC0137457,supplier_customer,Account,ACC0126605,2025-07-16T23:56:39.838448,2025-12-14T14:09:15.065001,0.3132
REL0000265,Person,P021785,counterpart,Person,P041978,2025-11-13T18:36:42.649651,,0.9423
REL0000266,Account,ACC0143431,guarantor,Account,ACC0145940,2025-04-10T17:32:07.078129,,0.3884
REL0000267,Person,P057421,supplier_customer,Account,ACC0138421,2025-05-07T12:11:41.027186,,0.3022
REL0000268,Person,P017089,employer_employee,Account,ACC0021383,2024-11-13T14:25:41.933669,,0.4009
REL0000269,Account,ACC0086399,referral,Account,ACC0029260,2025-04-11T19:39:31.511093,,0.4912
REL0000270,Person,P029362,business_partner,Account,ACC0083819,2023-10-09T22:06:39.200803,,0.669
REL0000271,Account,ACC0122686,shared_device,Company,C07422,2025-11-09T21:37:09.679216,,0.9078
REL0000272,Person,P085177,employer_employee,Person,P015017,2022-09-27T15:08:55.502749,2025-07-17T19:17:04.775556,0.6989
REL0000273,Person,P055472,business_partner,Account,ACC0098267,2022-10-07T08:41:44.111612,,0.5411
REL0000274,Person,P059847,family,Company,C01783,2024-01-20T11:02:15.841365,2025-03-29T04:02:06.287777,0.906
REL0000275,Person,P075646,counterpart,Person,P014563,2024-06-04T01:38:55.013665,,0.7045
REL0000276,Person,P060985,shared_address,Person,P034358,2022-10-03T09:13:20.785213,,0.8795
REL0000277,Account,ACC0056943,joint_account,Person,P022491,2023-01-02T05:41:52.623776,,0.8105
REL0000278,Person,P062162,referral,Person,P059384,2022-11-15T06:11:51.287281,,0.5829
REL0000279,Account,ACC0132650,shared_device,Person,P032599,2025-10-28T22:50:03.280410,,0.6055
REL0000280,Person,P061868,shared_device,Account,ACC0051472,2024-05-28T02:22:58.121094,,0.5246
REL0000281,Person,P057339,counterpart,Person,P028274,2023-02-04T19:42:15.725286,,0.7371
REL0000282,Person,P064326,counterpart,Person,P026065,2025-12-31T15:35:29.687748,2025-12-31T19:30:49.008516,0.3262
REL0000283,Company,C02886,family,Person,P013425,2022-09-22T13:44:23.460240,,0.9319
REL0000284,Account,ACC0048949,business_partner,Account,ACC0115898,2022-06-23T04:02:59.593373,2025-09-20T19:50:32.453080,0.8538
REL0000285,Account,ACC0058006,joint_account,Account,ACC0052200,2022-01-17T17:53:22.992263,,0.6501
REL0000286,Account,ACC0146521,counterpart,Account,ACC0021033,2025-12-18T05:56:54.982597,,0.3893
REL0000287,Person,P055088,shared_address,Person,P002382,2022-12-10T02:59:14.309234,,0.5435
REL0000288,Account,ACC0096643,guarantor,Person,P023982,2024-06-01T19:04:28.571769,2025-02-08T05:45:43.620043,0.3611
REL0000289,Account,ACC0069221,shared_address,Account,ACC0016272,2024-01-11T22:22:19.749553,,0.369
REL0000290,Person,P092375,family,Person,P016038,2025-02-27T20:02:11.218733,,0.7513
REL0000291,Person,P039313,joint_account,Person,P038966,2023-02-16T07:24:06.124734,,0.995
REL0000292,Account,ACC0100495,shared_device,Account,ACC0101327,2025-04-15T23:33:50.140327,,0.9828
REL0000293,Account,ACC0084154,employer_employee,Account,ACC0068885,2022-01-31T07:26:14.764999,,0.544
REL0000294,Person,P023325,business_partner,Account,ACC0122185,2022-09-13T21:48:13.215480,2024-04-21T16:14:33.187656,0.9111
REL0000295,Person,P028239,shared_address,Account,ACC0059315,2022-12-14T14:39:30.961333,,0.9045
REL0000296,Person,P063113,guarantor,Account,ACC0005565,2024-10-22T00:16:07.868910,,0.7901
REL0000297,Person,P069339,shared_device,Person,P001770,2022-01-28T01:04:55.503216,,0.4013
REL0000298,Person,P058834,joint_account,Person,P043073,2023-08-07T19:52:01.603431,2025-07-01T05:53:55.487727,0.7424
REL0000299,Account,ACC0110304,supplier_customer,Account,ACC0066231,2022-06-21T12:34:45.802355,2025-09-12T06:27:57.184029,0.6929
REL0000300,Account,ACC0141853,counterpart,Account,ACC0056068,2025-05-11T13:15:30.562975,2025-06-03T21:19:35.883330,0.7289
REL0000301,Person,P048424,counterpart,Person,P032940,2024-07-30T07:15:40.165213,2025-03-06T18:44:34.265407,0.8907
REL0000302,Account,ACC0081474,employer_employee,Account,ACC0143142,2025-10-01T05:28:11.424134,,0.3467
REL0000303,Account,ACC0108606,family,Person,P067778,2022-12-01T04:31:07.263180,,0.8043
REL0000304,Account,ACC0007730,family,Person,P016116,2023-08-08T09:28:23.481115,,0.3756
REL0000305,Person,P072651,supplier_customer,Account,ACC0101639,2023-12-13T02:57:20.936738,,0.6993
REL0000306,Person,P097072,family,Person,P037430,2024-12-22T01:18:55.432731,,0.8521
REL0000307,Account,ACC0051100,family,Person,P051617,2025-11-02T13:42:07.916726,,0.5546
REL0000308,Account,ACC0007065,family,Account,ACC0143103,2023-03-23T20:44:21.586450,,0.5365
REL0000309,Account,ACC0122989,family,Account,ACC0138520,2025-02-14T14:50:54.232535,,0.3251
REL0000310,Account,ACC0096009,counterpart,Account,ACC0076320,2025-11-02T04:10:31.302405,2025-11-27T11:28:30.352046,0.9668
REL0000311,Account,ACC0015272,supplier_customer,Account,ACC0097299,2022-09-08T04:35:15.636999,,0.8168
REL0000312,Person,P037380,shared_device,Person,P078323,2024-04-01T08:04:03.137649,,0.4305
REL0000313,Company,C09228,supplier_customer,Account,ACC0090510,2024-01-10T03:24:11.722745,,0.4487
REL0000314,Account,ACC0024901,employer_employee,Account,ACC0147655,2023-08-25T09:02:14.077494,,0.4269
REL0000315,Account,ACC0099550,family,Account,ACC0068801,2023-08-15T19:13:07.130080,,0.9869
REL0000316,Account,ACC0069628,supplier_customer,Account,ACC0123988,2022-08-14T12:58:53.206522,2025-03-30T16:33:51.311931,0.4304
REL0000317,Account,ACC0092503,shared_address,Person,P041166,2024-12-14T17:37:41.953322,,0.3693
REL0000318,Person,P017383,employer_employee,Person,P021715,2023-06-12T16:15:33.631522,2025-07-03T22:19:56.199766,0.6914
REL0000319,Account,ACC0032153,business_partner,Person,P096466,2023-01-19T14:25:27.207345,,0.6609
REL0000320,Company,C02400,shared_address,Person,P011628,2025-07-31T08:11:21.075307,,0.4099
REL0000321,Account,ACC0079773,supplier_customer,Person,P061223,2022-10-29T18:15:12.166088,,0.9207
REL0000322,Person,P031611,business_partner,Person,P053611,2025-04-12T06:20:40.576924,,0.9192
REL0000323,Account,ACC0010556,guarantor,Account,ACC0149128,2024-01-27T21:14:06.522521,2024-02-21T09:12:07.865015,0.5035
REL0000324,Person,P044841,guarantor,Account,ACC0102765,2024-11-23T03:02:14.290316,2025-06-21T16:26:19.931220,0.493
REL0000325,Account,ACC0099494,business_partner,Person,P002397,2023-12-30T09:19:36.626435,,0.822
REL0000326,Person,P007265,referral,Account,ACC0030838,2024-08-12T07:53:34.103050,,0.4884
REL0000327,Account,ACC0114887,shared_device,Account,ACC0148608,2022-04-14T14:25:54.378293,2023-01-28T09:03:02.116154,0.4747
REL0000328,Company,C02404,supplier_customer,Account,ACC0045221,2025-06-03T13:09:50.972991,,0.8678
REL0000329,Account,ACC0062698,referral,Company,C04616,2023-05-15T07:23:59.622170,,0.4619
REL0000330,Person,P024906,employer_employee,Person,P093522,2024-02-21T18:11:28.625366,2025-09-01T09:18:35.603366,0.8211
REL0000331,Person,P042671,guarantor,Company,C03158,2024-10-06T20:35:07.129371,2025-03-20T05:25:22.120086,0.4507
REL0000332,Account,ACC0001425,shared_device,Account,ACC0019652,2024-05-01T18:50:56.617839,,0.8574
REL0000333,Account,ACC0021433,supplier_customer,Account,ACC0022888,2025-05-28T19:46:51.401910,,0.8876
REL0000334,Person,P034997,employer_employee,Account,ACC0109923,2025-06-28T19:15:31.168870,2025-11-05T13:56:30.290881,0.3944
REL0000335,Account,ACC0147690,counterpart,Person,P069610,2022-05-14T04:50:36.346864,,0.5433
REL0000336,Account,ACC0142658,business_partner,Person,P083023,2022-04-29T05:13:36.682900,,0.735
REL0000337,Person,P087508,employer_employee,Account,ACC0090200,2023-08-14T02:57:51.903864,,0.5309
REL0000338,Person,P099687,counterpart,Account,ACC0033792,2023-12-16T18:43:38.246063,,0.8992
REL0000339,Account,ACC0099369,family,Company,C04632,2025-04-02T21:04:31.208819,,0.8919
REL0000340,Account,ACC0117585,supplier_customer,Account,ACC0110847,2023-11-22T04:54:28.502349,,0.7121
REL0000341,Account,ACC0107155,shared_address,Account,ACC0011879,2022-02-09T21:02:46.293580,,0.4563
REL0000342,Account,ACC0101277,shared_device,Account,ACC0078710,2022-01-12T09:00:53.121053,,0.5629
REL0000343,Person,P099829,family,Account,ACC0143032,2023-11-19T20:22:10.233863,2025-10-26T03:56:33.028619,0.9561
REL0000344,Person,P022287,guarantor,Person,P002801,2024-08-10T19:54:16.931626,,0.582
REL0000345,Person,P059803,counterpart,Person,P024348,2022-09-02T01:42:35.183627,,0.75
REL0000346,Account,ACC0148192,supplier_customer,Person,P065734,2022-12-06T14:24:50.200028,2023-05-06T04:19:26.659308,0.8901
REL0000347,Person,P050727,family,Person,P018130,2023-04-10T23:14:25.782973,,0.6252
REL0000348,Person,P043501,guarantor,Account,ACC0080804,2022-05-20T06:45:37.787752,2022-06-06T02:24:57.215010,0.7385
REL0000349,Account,ACC0144907,supplier_customer,Account,ACC0076446,2023-01-15T12:13:02.716134,,0.6442
REL0000350,Person,P065178,guarantor,Person,P045302,2022-03-31T14:03:23.760128,,0.5601
REL0000351,Person,P062436,shared_device,Account,ACC0131362,2024-04-24T06:58:51.025754,,0.8218
REL0000352,Person,P059564,shared_device,Account,ACC0008739,2022-12-03T14:13:16.124184,2023-04-27T02:33:51.752927,0.8508
REL0000353,Person,P071348,shared_address,Person,P016389,2022-07-23T01:39:09.365260,,0.3172
REL0000354,Account,ACC0097872,shared_device,Person,P026749,2022-04-25T07:10:35.879068,,0.4357
REL0000355,Account,ACC0028022,counterpart,Account,ACC0067266,2023-11-12T23:31:33.194181,,0.8763
REL0000356,Account,ACC0005218,family,Account,ACC0006767,2025-12-28T14:37:09.569212,,0.5321
REL0000357,Person,P000416,counterpart,Person,P069039,2022-02-23T18:24:30.600789,,0.5351
REL0000358,Person,P040469,counterpart,Account,ACC0095549,2022-09-10T00:40:25.160031,,0.9427
REL0000359,Account,ACC0036157,guarantor,Account,ACC0047996,2024-10-27T14:24:10.940565,,0.3827
REL0000360,Account,ACC0064680,employer_employee,Account,ACC0087236,2022-08-25T07:08:58.150910,,0.6085
REL0000361,Account,ACC0139557,shared_device,Account,ACC0072580,2025-10-13T14:00:34.668918,,0.4393
REL0000362,Account,ACC0133024,business_partner,Account,ACC0031695,2023-09-05T18:31:27.695959,,0.8237
REL0000363,Account,ACC0101094,shared_device,Account,ACC0096081,2022-01-09T03:30:10.404367,,0.4081
REL0000364,Account,ACC0095799,employer_employee,Person,P071772,2024-07-18T09:56:58.845210,,0.8632
REL0000365,Account,ACC0106874,shared_address,Account,ACC0133514,2025-04-11T04:34:34.945056,,0.4374
REL0000366,Account,ACC0018192,business_partner,Account,ACC0131753,2023-06-21T10:54:04.076935,,0.8844
REL0000367,Person,P044180,employer_employee,Account,ACC0077458,2025-11-17T05:43:16.067098,,0.8958
REL0000368,Person,P002521,shared_address,Account,ACC0134152,2023-07-11T02:05:25.775111,,0.6039
REL0000369,Person,P085870,counterpart,Account,ACC0089696,2025-04-02T02:44:05.796717,2025-05-27T21:58:50.761438,0.9727
REL0000370,Company,C08045,supplier_customer,Account,ACC0087477,2022-03-24T19:21:50.471758,,0.4924
REL0000371,Account,ACC0114756,supplier_customer,Person,P086073,2024-01-02T18:50:38.929087,2024-01-18T03:53:41.027422,0.5327
REL0000372,Account,ACC0146014,joint_account,Person,P036765,2022-04-13T12:12:03.237134,,0.468
REL0000373,Account,ACC0145907,referral,Company,C00097,2022-03-15T19:23:03.604235,,0.7253
REL0000374,Account,ACC0091401,guarantor,Person,P024341,2024-12-26T21:32:22.037735,,0.7
REL0000375,Person,P063328,supplier_customer,Account,ACC0112164,2022-03-17T12:20:22.923402,,0.5206
REL0000376,Account,ACC0054349,shared_address,Account,ACC0096818,2025-02-14T10:05:51.154865,,0.9873
REL0000377,Person,P038180,counterpart,Account,ACC0034027,2023-01-24T22:22:07.417229,,0.4652
REL0000378,Account,ACC0013634,joint_account,Account,ACC0013389,2024-10-29T04:42:44.075859,2025-01-16T00:19:52.065887,0.9811
REL0000379,Account,ACC0110959,employer_employee,Person,P074271,2025-11-29T14:13:03.046537,,0.6785
REL0000380,Person,P064161,guarantor,Account,ACC0044124,2025-02-23T04:18:33.984983,2025-09-24T14:59:37.863189,0.854
REL0000381,Person,P088600,employer_employee,Person,P015633,2023-09-21T07:56:54.303056,,0.8236
REL0000382,Account,ACC0013526,family,Account,ACC0057059,2022-07-17T11:03:02.208995,,0.8864
REL0000383,Person,P084033,shared_address,Account,ACC0093260,2025-10-18T04:19:49.354678,,0.782
REL0000384,Account,ACC0107658,family,Account,ACC0015002,2022-06-23T16:06:30.645135,2022-11-18T10:53:03.817583,0.9404
REL0000385,Account,ACC0143354,joint_account,Account,ACC0129381,2022-10-12T05:24:42.897624,,0.7383
REL0000386,Account,ACC0022294,guarantor,Account,ACC0135979,2024-04-09T11:28:19.674005,2024-08-19T10:29:35.479548,0.4602
REL0000387,Account,ACC0086520,shared_address,Person,P079644,2025-10-05T17:16:04.429225,2025-10-12T22:59:43.917372,0.8453
REL0000388,Person,P024567,business_partner,Person,P097173,2023-12-11T23:32:33.323033,,0.8496
REL0000389,Account,ACC0027199,joint_account,Person,P049746,2023-03-01T20:58:00.634774,2023-08-05T22:22:49.834153,0.7375
REL0000390,Company,C08516,shared_address,Person,P098177,2024-12-25T16:54:39.549223,,0.6906
REL0000391,Person,P056273,supplier_customer,Person,P050665,2023-01-30T23:36:28.590018,2025-06-11T13:16:09.801651,0.4078
REL0000392,Person,P041052,employer_employee,Account,ACC0091360,2025-06-22T09:39:46.650156,2025-10-10T19:15:21.676097,0.3797
REL0000393,Account,ACC0047360,counterpart,Account,ACC0067400,2022-10-29T13:28:54.232617,,0.8484
REL0000394,Account,ACC0071705,referral,Person,P056610,2024-07-06T02:42:22.193984,,0.8422
REL0000395,Person,P074112,supplier_customer,Account,ACC0066976,2022-04-04T11:04:39.398259,2024-04-25T23:06:15.880473,0.6591
REL0000396,Person,P015520,family,Account,ACC0071520,2023-11-20T22:20:07.914401,,0.891
REL0000397,Account,ACC0056398,family,Account,ACC0088007,2023-01-11T05:35:50.603074,,0.959
REL0000398,Account,ACC0055228,shared_device,Person,P077894,2025-06-21T21:30:21.855555,,0.8664
REL0000399,Person,P074374,family,Account,ACC0070783,2023-08-30T11:14:22.296634,,0.9722
REL0000400,Person,P028962,family,Account,ACC0142195,2023-12-30T03:52:48.943896,2025-09-05T20:51:27.568692,0.6543
REL0000401,Account,ACC0013772,supplier_customer,Account,ACC0038262,2025-06-20T18:35:34.346403,,0.3538
REL0000402,Account,ACC0071082,family,Account,ACC0008146,2022-12-01T14:06:39.212213,,0.5679
REL0000403,Account,ACC0086810,guarantor,Account,ACC0113479,2023-07-13T19:59:18.570826,,0.8425
REL0000404,Account,ACC0019804,family,Person,P099570,2022-03-27T05:08:27.593584,,0.4245
REL0000405,Person,P054780,guarantor,Person,P016023,2022-09-04T22:44:28.542816,2025-04-21T14:46:24.480118,0.977
REL0000406,Account,ACC0045477,joint_account,Account,ACC0130439,2023-10-20T11:21:34.157230,,0.3755
REL0000407,Account,ACC0135705,business_partner,Account,ACC0093011,2024-10-02T03:34:34.933647,2025-04-21T20:54:09.428599,0.8493
REL0000408,Person,P005643,guarantor,Account,ACC0008428,2024-01-21T17:10:43.215919,2025-09-18T04:11:04.963756,0.869
REL0000409,Account,ACC0124013,business_partner,Person,P059262,2025-07-29T20:37:39.766513,,0.6392
REL0000410,Account,ACC0082798,shared_device,Person,P027020,2023-05-16T23:20:17.471311,,0.7155
REL0000411,Person,P039358,supplier_customer,Person,P051079,2025-07-02T01:22:15.788151,,0.7481
REL0000412,Account,ACC0059852,shared_device,Account,ACC0083806,2024-12-02T06:50:24.308682,,0.5528
REL0000413,Account,ACC0032170,business_partner,Person,P008372,2024-11-20T10:53:35.542896,,0.692
REL0000414,Account,ACC0102253,guarantor,Company,C04336,2024-05-24T22:36:35.624810,2024-09-19T22:02:14.964773,0.5919
REL0000415,Company,C02061,employer_employee,Account,ACC0084103,2025-07-31T04:15:01.763095,,0.7759
REL0000416,Account,ACC0133074,joint_account,Person,P013671,2025-02-25T16:36:14.888680,,0.9661
REL0000417,Account,ACC0095250,shared_address,Account,ACC0117759,2022-04-28T21:43:19.766233,,0.375
REL0000418,Person,P076766,guarantor,Person,P050439,2023-06-24T17:14:57.252389,,0.6099
REL0000419,Person,P065839,supplier_customer,Person,P075169,2022-05-11T17:43:22.853671,,0.3988
REL0000420,Person,P064380,counterpart,Person,P040877,2023-07-31T10:50:05.381173,2025-07-23T06:44:17.063096,0.9352
REL0000421,Account,ACC0126024,employer_employee,Account,ACC0049264,2025-05-16T17:34:33.562092,,0.6584
REL0000422,Account,ACC0059860,shared_address,Account,ACC0127671,2025-12-05T09:02:16.093618,,0.5261
REL0000423,Person,P010813,guarantor,Account,ACC0079255,2024-06-26T13:17:15.721938,,0.3838
REL0000424,Person,P030930,family,Person,P071138,2023-07-25T01:09:19.164865,2025-03-15T03:55:59.296308,0.8291
REL0000425,Person,P046448,business_partner,Account,ACC0083551,2024-01-10T17:08:37.240846,,0.4668
REL0000426,Person,P053344,family,Person,P074077,2022-01-17T10:26:44.742811,,0.4024
REL0000427,Person,P028845,shared_address,Account,ACC0129651,2024-09-18T03:36:03.756510,,0.8492
REL0000428,Person,P037872,guarantor,Account,ACC0074638,2023-05-04T15:27:17.162561,,0.9065
REL0000429,Person,P060461,supplier_customer,Account,ACC0081496,2025-09-26T00:32:42.696221,2025-12-08T17:24:44.367480,0.6619
REL0000430,Account,ACC0061602,shared_address,Account,ACC0046267,2022-06-01T22:43:30.099638,,0.3126
REL0000431,Person,P065336,referral,Account,ACC0113821,2023-03-24T08:24:27.007359,2025-10-30T07:06:21.916354,0.5008
REL0000432,Account,ACC0100631,family,Person,P021463,2024-04-13T18:00:08.685722,,0.8536
REL0000433,Account,ACC0134153,employer_employee,Person,P028048,2022-05-01T15:25:30.532609,,0.8412
REL0000434,Account,ACC0068374,business_partner,Person,P082085,2025-01-31T22:13:24.704587,2025-12-22T18:34:39.306310,0.4587
REL0000435,Account,ACC0089967,joint_account,Account,ACC0042392,2025-11-29T23:01:20.765114,2025-12-27T15:16:12.446614,0.8277
REL0000436,Account,ACC0032553,business_partner,Person,P067113,2025-04-07T16:52:40.699125,,0.6869
REL0000437,Person,P010609,family,Person,P099075,2023-11-25T20:07:16.427528,,0.9317
REL0000438,Account,ACC0103283,referral,Person,P091933,2024-09-22T11:52:16.817060,,0.8078
REL0000439,Account,ACC0103961,referral,Account,ACC0085569,2025-01-21T12:18:13.765562,,0.6374
REL0000440,Account,ACC0050964,family,Person,P082994,2025-03-05T21:16:25.054810,,0.9341
REL0000441,Person,P067081,business_partner,Account,ACC0148339,2024-07-28T21:34:26.543439,,0.6631
REL0000442,Account,ACC0081759,counterpart,Person,P014472,2025-11-29T15:24:16.621980,,0.5724
REL0000443,Account,ACC0125625,business_partner,Person,P019236,2022-10-11T22:13:21.747495,,0.9579
REL0000444,Account,ACC0133859,counterpart,Account,ACC0145926,2022-07-12T07:37:30.742308,2025-01-26T10:43:05.412571,0.3047
REL0000445,Person,P019536,family,Account,ACC0087377,2022-07-10T13:14:14.019872,2023-04-18T17:48:27.332938,0.7444
REL0000446,Account,ACC0129822,joint_account,Person,P062038,2025-02-01T11:13:11.498899,2025-04-24T16:46:34.792332,0.8881
REL0000447,Person,P067492,shared_device,Person,P041684,2022-10-18T08:42:33.690476,,0.8567
REL0000448,Person,P073112,counterpart,Person,P072883,2023-05-21T08:55:27.621912,,0.5964
REL0000449,Account,ACC0134901,supplier_customer,Account,ACC0031061,2022-10-14T13:23:34.161018,,0.8322
REL0000450,Person,P094465,employer_employee,Account,ACC0064106,2024-09-20T09:45:47.597567,2025-01-24T05:02:10.492272,0.3158
REL0000451,Person,P056636,business_partner,Account,ACC0081460,2022-08-21T08:39:00.512765,,0.5155
REL0000452,Account,ACC0143873,referral,Person,P030328,2024-09-11T14:43:04.682245,2025-04-11T18:05:50.728507,0.6963
REL0000453,Person,P098127,supplier_customer,Person,P073596,2022-03-08T16:37:15.541126,,0.8008
REL0000454,Account,ACC0140061,family,Account,ACC0001039,2022-12-01T03:18:56.794254,,0.5083
REL0000455,Account,ACC0113803,supplier_customer,Person,P017927,2022-11-16T10:51:16.448453,,0.4084
REL0000456,Person,P054487,supplier_customer,Account,ACC0060732,2025-06-16T07:15:10.847172,,0.8703
REL0000457,Person,P060515,supplier_customer,Account,ACC0078502,2025-01-25T20:07:36.012244,,0.4777
REL0000458,Account,ACC0067908,supplier_customer,Person,P073003,2024-08-23T18:17:50.231354,2025-04-09T08:31:50.480301,0.9864
REL0000459,Account,ACC0014707,family,Account,ACC0065445,2025-01-31T13:08:56.410924,2025-03-25T19:46:28.852201,0.4359
REL0000460,Person,P073374,supplier_customer,Account,ACC0133738,2025-05-23T04:07:26.147130,,0.3339
REL0000461,Person,P007631,business_partner,Person,P042377,2024-05-16T13:18:15.227447,,0.4056
REL0000462,Account,ACC0104373,business_partner,Account,ACC0062702,2023-01-16T23:12:02.066123,,0.3263
REL0000463,Account,ACC0010441,guarantor,Person,P026694,2025-04-10T17:59:48.950998,,0.8169
REL0000464,Person,P041926,shared_address,Person,P097236,2022-12-03T22:47:47.021318,,0.303
REL0000465,Account,ACC0007729,guarantor,Person,P053466,2022-10-15T07:17:13.226656,,0.3763
REL0000466,Person,P039049,employer_employee,Person,P022162,2024-01-09T22:14:58.672691,,0.8119
REL0000467,Account,ACC0134307,referral,Person,P003399,2025-11-17T02:33:46.729470,,0.7971
REL0000468,Company,C00491,business_partner,Account,ACC0010484,2023-06-24T18:03:27.666491,,0.9794
REL0000469,Person,P010720,counterpart,Account,ACC0003474,2024-12-17T23:58:13.406615,,0.3079
REL0000470,Account,ACC0085207,business_partner,Person,P037847,2023-05-29T05:36:33.092256,,0.8623
REL0000471,Person,P057862,counterpart,Account,ACC0021552,2024-04-18T23:34:07.280583,,0.6269
REL0000472,Account,ACC0147928,employer_employee,Person,P039392,2022-03-19T10:18:51.463182,,0.6759
REL0000473,Account,ACC0098879,family,Person,P072932,2024-02-27T19:20:13.902099,,0.4474
REL0000474,Account,ACC0088040,family,Account,ACC0028992,2023-02-22T00:48:28.425952,,0.8348
REL0000475,Company,C04087,guarantor,Person,P086379,2023-04-02T18:11:08.096384,,0.6848
REL0000476,Account,ACC0009727,business_partner,Account,ACC0069915,2025-04-08T03:24:50.209805,2025-05-26T18:23:20.872166,0.7207
REL0000477,Person,P009219,family,Account,ACC0041728,2023-11-29T19:03:48.301049,,0.6315
REL0000478,Account,ACC0039129,employer_employee,Account,ACC0036764,2024-06-07T03:20:57.346506,,0.6233
REL0000479,Account,ACC0140013,family,Company,C01936,2022-10-22T02:00:04.341521,,0.5214
REL0000480,Person,P001051,business_partner,Account,ACC0067333,2024-08-31T01:37:54.843774,,0.3635
REL0000481,Person,P075610,referral,Person,P004455,2025-07-20T09:12:01.943523,,0.9267
REL0000482,Account,ACC0084093,referral,Person,P020600,2025-11-29T03:21:06.645213,,0.8575
REL0000483,Person,P010940,guarantor,Account,ACC0033443,2022-12-26T16:38:06.304087,,0.4759
REL0000484,Person,P063555,counterpart,Person,P005403,2023-01-14T14:55:54.397093,,0.9327
REL0000485,Account,ACC0015721,shared_address,Account,ACC0128663,2024-02-28T17:49:37.052723,,0.7872
REL0000486,Account,ACC0116492,shared_device,Account,ACC0060069,2022-10-24T15:58:25.291268,,0.9898
REL0000487,Person,P050166,supplier_customer,Person,P021684,2024-03-28T00:35:55.695377,2024-06-09T00:35:43.461164,0.5722
REL0000488,Account,ACC0045369,joint_account,Person,P019723,2024-07-26T11:16:59.862435,,0.8234
REL0000489,Account,ACC0107307,employer_employee,Account,ACC0080416,2022-03-06T01:49:34.327894,,0.7677
REL0000490,Person,P024847,joint_account,Account,ACC0045394,2023-07-03T12:43:35.302469,2025-06-06T03:20:26.839046,0.4423
REL0000491,Account,ACC0035483,guarantor,Person,P098561,2022-08-03T02:33:51.625254,,0.9194
REL0000492,Account,ACC0143179,guarantor,Account,ACC0028634,2024-12-23T01:52:40.775494,,0.4416
REL0000493,Account,ACC0105516,joint_account,Account,ACC0098103,2024-07-07T00:15:40.825746,,0.5915
REL0000494,Account,ACC0113420,employer_employee,Person,P043011,2023-02-25T15:43:39.956513,,0.3416
REL0000495,Person,P008409,joint_account,Person,P042337,2023-10-05T00:36:52.535326,,0.7808
REL0000496,Account,ACC0035803,supplier_customer,Account,ACC0057317,2023-01-07T03:29:17.535377,,0.4289
REL0000497,Account,ACC0064299,shared_device,Account,ACC0124438,2022-10-01T19:35:13.004948,,0.6597
REL0000498,Person,P030885,family,Account,ACC0029140,2023-04-16T14:10:19.709405,,0.3508
REL0000499,Account,ACC0132680,shared_device,Person,P036592,2023-02-09T02:59:56.417003,,0.8327
REL0000500,Person,P016695,employer_employee,Account,ACC0123631,2025-05-23T08:58:51.554011,,0.7779
REL0000501,Account,ACC0013462,counterpart,Account,ACC0071092,2023-01-11T23:46:01.692254,2024-03-27T13:04:41.058884,0.793
REL0000502,Account,ACC0066773,business_partner,Person,P072886,2025-09-10T21:32:00.989035,2025-09-28T08:48:03.967578,0.5337
REL0000503,Person,P067295,referral,Person,P033331,2022-08-25T22:58:31.927094,2024-04-30T08:58:30.178550,0.3105
REL0000504,Person,P068063,business_partner,Account,ACC0036406,2022-07-03T17:31:20.484400,2025-06-11T00:47:20.152007,0.6571
REL0000505,Person,P087017,joint_account,Company,C02671,2022-06-28T22:34:44.425721,2023-03-24T03:45:38.760535,0.9223
REL0000506,Account,ACC0065872,supplier_customer,Account,ACC0138240,2022-09-13T11:04:28.653462,,0.8012
REL0000507,Person,P016542,family,Account,ACC0039068,2023-05-24T13:39:54.326195,,0.3155
REL0000508,Account,ACC0073476,business_partner,Account,ACC0110008,2022-10-23T23:48:37.181581,,0.9078
REL0000509,Account,ACC0045486,supplier_customer,Account,ACC0130082,2025-12-15T20:29:51.204335,,0.7868
REL0000510,Person,P037284,family,Account,ACC0105766,2023-12-10T12:30:33.358739,,0.5239
REL0000511,Person,P063871,shared_device,Account,ACC0076908,2022-05-15T13:16:09.294228,,0.6672
REL0000512,Person,P035625,counterpart,Account,ACC0084560,2025-03-29T23:34:04.739124,2025-08-22T16:12:37.127084,0.4526
REL0000513,Person,P003777,employer_employee,Person,P021366,2023-04-17T01:46:16.016646,2024-10-13T07:38:19.218395,0.3687
REL0000514,Account,ACC0059063,supplier_customer,Account,ACC0061111,2025-06-30T23:53:15.570035,2025-07-13T14:27:29.100430,0.3798
REL0000515,Person,P018388,counterpart,Account,ACC0050998,2024-03-04T16:13:22.339587,,0.8922
